0.094557	0.198068	0.371580	-0.007663
0.094524	0.198396	0.371104	-0.007413
0.094529	0.198653	0.371786	-0.008464
0.094524	0.198105	0.373613	-0.008786
0.094554	0.199235	0.372870	-0.007198
0.094532	0.199407	0.371593	-0.008502
0.094437	0.198704	0.373277	-0.007491
0.094521	0.197950	0.370739	-0.007990
0.094446	0.198192	0.371767	-0.008395
0.094493	0.198414	0.372511	-0.008420
0.094548	0.198270	0.372178	-0.007708
0.094560	0.199841	0.372071	-0.006541
0.094489	0.199343	0.371541	-0.007887
0.094580	0.197848	0.372247	-0.008151
0.094485	0.197266	0.370433	-0.007709
0.094559	0.198569	0.371856	-0.009246
0.094523	0.198683	0.372415	-0.009068
0.094559	0.198186	0.372163	-0.008280
0.094510	0.199350	0.370633	-0.007438
0.094545	0.198554	0.371786	-0.007515
0.094530	0.199286	0.373168	-0.008672
0.094544	0.197906	0.370690	-0.008135
0.094519	0.198642	0.371981	-0.008306
0.094537	0.198443	0.372648	-0.007249
0.094450	0.198454	0.371451	-0.008977
0.094529	0.196951	0.370960	-0.007922
0.094460	0.197008	0.373548	-0.008675
0.094628	0.196064	0.371170	-0.007789
0.094373	0.199231	0.371901	-0.007995
0.094678	0.196874	0.371455	-0.007789
0.094199	0.196623	0.370793	-0.008264
0.095640	0.198828	0.372197	-0.008484
0.099645	0.197474	0.372594	-0.008102
0.099436	0.199059	0.372157	-0.007458
0.099594	0.197892	0.373630	-0.006400
0.099576	0.197205	0.372372	-0.006505
0.099462	0.198340	0.371985	-0.007883
0.099540	0.198230	0.373980	-0.006864
0.099461	0.197128	0.372096	-0.007356
0.099643	0.198043	0.372244	-0.007680
0.099259	0.198633	0.372015	-0.007156
0.100035	0.198761	0.373535	-0.008439
0.098004	0.198190	0.372663	-0.007006
0.095517	0.197957	0.372808	-0.006596
0.099936	0.198847	0.372188	-0.008154
0.099294	0.197848	0.371629	-0.008216
0.099730	0.197933	0.374684	-0.007916
0.099421	0.198819	0.371823	-0.007933
0.099612	0.198280	0.372877	-0.006387
0.099436	0.198460	0.373271	-0.007847
0.099615	0.198499	0.371039	-0.007319
0.099459	0.198451	0.372446	-0.006126
0.099589	0.198956	0.373699	-0.007745
0.099493	0.198873	0.372422	-0.008023
0.099533	0.197801	0.372559	-0.009282
0.099536	0.197215	0.374288	-0.006410
0.099547	0.197916	0.372434	-0.007878
0.099558	0.197491	0.372266	-0.007086
0.099500	0.196457	0.372796	-0.007901
0.099591	0.197558	0.371778	-0.008001
0.099438	0.195565	0.372149	-0.009004
0.099546	0.197038	0.372467	-0.008316
0.099464	0.199064	0.372753	-0.007576
0.099783	0.197787	0.370045	-0.009671
0.095679	0.197445	0.374047	-0.007357
0.094212	0.199072	0.373449	-0.007403
0.094649	0.196646	0.372495	-0.007650
0.094333	0.198135	0.371395	-0.008513
0.094658	0.198401	0.372815	-0.007863
0.094348	0.198210	0.373543	-0.008214
0.094657	0.199012	0.372326	-0.007833
0.094352	0.197902	0.372024	-0.007060
0.098476	0.197759	0.371642	-0.006991
0.099734	0.198144	0.372909	-0.007772
0.099483	0.197445	0.373142	-0.008691
0.099630	0.197377	0.373084	-0.008471
0.099492	0.196810	0.372173	-0.007738
0.099599	0.197922	0.373983	-0.006743
0.099546	0.199249	0.372155	-0.005555
0.099681	0.197608	0.373390	-0.007788
0.099454	0.198610	0.373481	-0.008211
0.099625	0.198871	0.373459	-0.008233
0.099476	0.197408	0.372519	-0.008145
0.099551	0.197981	0.371945	-0.007813
0.099523	0.197883	0.373252	-0.008042
0.099551	0.196689	0.373024	-0.008587
0.099546	0.198562	0.372891	-0.008407
0.099577	0.198201	0.371618	-0.008735
0.099496	0.198686	0.373123	-0.008306
0.099484	0.196689	0.371223	-0.008716
0.099493	0.197590	0.372005	-0.007778
0.099596	0.196859	0.371865	-0.009033
0.099558	0.198822	0.371781	-0.008654
0.099579	0.197458	0.373266	-0.008836
0.099517	0.196886	0.372504	-0.009074
0.099602	0.196792	0.371848	-0.008869
0.099498	0.196883	0.372605	-0.007645
0.099507	0.200284	0.372150	-0.006666
0.099476	0.198435	0.374020	-0.008279
0.099489	0.198156	0.373684	-0.006998
0.099545	0.196525	0.373302	-0.007909
0.099471	0.197570	0.371430	-0.008676
0.099521	0.199324	0.372404	-0.007305
0.099589	0.199065	0.372969	-0.008221
0.099512	0.198453	0.373385	-0.007319
0.099517	0.199266	0.372578	-0.007121
0.099545	0.199006	0.372806	-0.008572
0.099609	0.198560	0.372637	-0.007089
0.099551	0.198356	0.372919	-0.007748
0.099496	0.197536	0.372571	-0.007908
0.099543	0.199082	0.373115	-0.007493
0.099547	0.198311	0.374068	-0.006923
0.099550	0.197849	0.373356	-0.008806
0.099526	0.198533	0.373004	-0.007015
0.099491	0.196904	0.372946	-0.007815
0.099557	0.199071	0.372437	-0.008456
0.099538	0.198981	0.373355	-0.008635
0.099543	0.198842	0.371524	-0.007927
0.099523	0.198376	0.373181	-0.008249
0.099531	0.197410	0.372515	-0.008073
0.099586	0.198081	0.372654	-0.006287
0.099565	0.198814	0.372877	-0.008333
0.099454	0.199676	0.372229	-0.008187
0.099550	0.199215	0.373343	-0.007629
0.099547	0.198191	0.372025	-0.007972
0.099553	0.198507	0.373349	-0.007809
0.099607	0.198858	0.372597	-0.008889
0.099520	0.197627	0.371752	-0.007153
0.099587	0.197559	0.371875	-0.007406
0.099512	0.198707	0.373807	-0.006842
0.099546	0.198348	0.372248	-0.007889
0.099626	0.199084	0.371769	-0.007089
0.099558	0.198808	0.373290	-0.006268
0.099513	0.198354	0.374194	-0.008248
0.099505	0.198256	0.373553	-0.007482
0.099523	0.199212	0.373144	-0.008025
0.099565	0.198310	0.374184	-0.007739
0.099466	0.197322	0.372955	-0.008964
0.099611	0.197469	0.372912	-0.006873
0.099557	0.197609	0.373256	-0.008403
0.099527	0.199142	0.372434	-0.008344
0.099521	0.198150	0.373479	-0.007278
0.099467	0.197416	0.372993	-0.007853
0.099459	0.197887	0.374124	-0.006811
0.099520	0.198408	0.373542	-0.007744
0.099525	0.198548	0.373490	-0.007853
0.099510	0.198604	0.373504	-0.008195
0.099481	0.198330	0.372629	-0.007888
0.099566	0.197791	0.373331	-0.008096
0.099516	0.198384	0.373563	-0.008120
0.099487	0.198640	0.373335	-0.007106
0.099492	0.198175	0.372846	-0.007557
0.099600	0.198115	0.373092	-0.007180
0.099605	0.198219	0.374543	-0.008598
0.099520	0.197613	0.374080	-0.008223
0.099563	0.197245	0.372397	-0.008124
0.099521	0.198486	0.372258	-0.007488
0.099542	0.197918	0.374524	-0.007382
0.099610	0.198373	0.373134	-0.007582
0.099538	0.198668	0.371520	-0.006272
0.099561	0.197286	0.373051	-0.007368
0.099601	0.197607	0.372678	-0.008497
0.099531	0.198130	0.373509	-0.007512
0.099552	0.197441	0.372917	-0.007770
0.099508	0.198335	0.375196	-0.007860
0.099558	0.198941	0.373760	-0.007725
0.099535	0.198096	0.373209	-0.005361
0.099542	0.197972	0.374926	-0.007749
0.099572	0.198375	0.373684	-0.008620
0.099547	0.200415	0.373696	-0.005500
0.099580	0.199872	0.374478	-0.007666
0.099571	0.198654	0.373372	-0.008877
0.099457	0.200199	0.373203	-0.007427
