type,material_a,material_b,i,j,sample_i,sample_j,mean_distance,max_distance,png
Al_board-Al_board,Al_board,Al_board,0,1,227,140,0.008229688521592685,0.024253273977455563,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_00_id227_vs_Al_board_01_id140.png
Al_board-Al_board,Al_board,Al_board,0,2,227,224,0.014025703954958715,0.029340992945856615,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_00_id227_vs_Al_board_02_id224.png
Al_board-Al_board,Al_board,Al_board,0,3,227,310,0.013380315236185302,0.03361517896166124,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_00_id227_vs_Al_board_03_id310.png
Al_board-Al_board,Al_board,Al_board,0,4,227,180,0.01134362324431453,0.0320102782724871,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_00_id227_vs_Al_board_04_id180.png
Al_board-Al_board,Al_board,Al_board,0,5,227,62,0.013460534396779786,0.02924548979159944,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_00_id227_vs_Al_board_05_id62.png
Al_board-Al_board,Al_board,Al_board,0,6,227,266,0.014205005598201264,0.035280469598361286,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_00_id227_vs_Al_board_06_id266.png
Al_board-Al_board,Al_board,Al_board,0,7,227,197,0.011577918377174036,0.02765762158639995,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_00_id227_vs_Al_board_07_id197.png
Al_board-Al_board,Al_board,Al_board,0,8,227,165,0.012290534708689939,0.026623166995292314,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_00_id227_vs_Al_board_08_id165.png
Al_board-Al_board,Al_board,Al_board,0,9,227,251,0.010295118487595954,0.03265691311807728,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_00_id227_vs_Al_board_09_id251.png
Al_board-Al_board,Al_board,Al_board,0,10,227,75,0.015461885079027404,0.034956763202477266,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_00_id227_vs_Al_board_10_id75.png
Al_board-Al_board,Al_board,Al_board,0,11,227,48,0.012603145987680128,0.02897120007274541,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_00_id227_vs_Al_board_11_id48.png
Al_board-Al_board,Al_board,Al_board,0,12,227,16,0.01397522688702543,0.035856606906668705,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_00_id227_vs_Al_board_12_id16.png
Al_board-Al_board,Al_board,Al_board,0,13,227,200,0.01465694669928942,0.03457951809711608,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_00_id227_vs_Al_board_13_id200.png
Al_board-Al_board,Al_board,Al_board,0,14,227,98,0.015035810353964897,0.03326672801493287,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_00_id227_vs_Al_board_14_id98.png
Al_board-Al_board,Al_board,Al_board,1,2,140,224,0.012232964199518729,0.029813750010501277,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_01_id140_vs_Al_board_02_id224.png
Al_board-Al_board,Al_board,Al_board,1,3,140,310,0.011750802763295123,0.028967304512385494,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_01_id140_vs_Al_board_03_id310.png
Al_board-Al_board,Al_board,Al_board,1,4,140,180,0.009975312132757066,0.030580658787388967,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_01_id140_vs_Al_board_04_id180.png
Al_board-Al_board,Al_board,Al_board,1,5,140,62,0.012078671404880094,0.023772883672885096,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_01_id140_vs_Al_board_05_id62.png
Al_board-Al_board,Al_board,Al_board,1,6,140,266,0.011646093521292524,0.028492509487929252,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_01_id140_vs_Al_board_06_id266.png
Al_board-Al_board,Al_board,Al_board,1,7,140,197,0.010987668273013436,0.03164086999946778,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_01_id140_vs_Al_board_07_id197.png
Al_board-Al_board,Al_board,Al_board,1,8,140,165,0.009451009472504672,0.028372180632568772,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_01_id140_vs_Al_board_08_id165.png
Al_board-Al_board,Al_board,Al_board,1,9,140,251,0.00883615457815357,0.023903497796718468,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_01_id140_vs_Al_board_09_id251.png
Al_board-Al_board,Al_board,Al_board,1,10,140,75,0.016512023243714143,0.03161427877487591,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_01_id140_vs_Al_board_10_id75.png
Al_board-Al_board,Al_board,Al_board,1,11,140,48,0.0118858117579708,0.030835848701105163,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_01_id140_vs_Al_board_11_id48.png
Al_board-Al_board,Al_board,Al_board,1,12,140,16,0.013645493414807142,0.03862623614400062,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_01_id140_vs_Al_board_12_id16.png
Al_board-Al_board,Al_board,Al_board,1,13,140,200,0.013097440644860606,0.03740067956727798,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_01_id140_vs_Al_board_13_id200.png
Al_board-Al_board,Al_board,Al_board,1,14,140,98,0.011736219169528198,0.029276052576436583,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_01_id140_vs_Al_board_14_id98.png
Al_board-Al_board,Al_board,Al_board,2,3,224,310,0.009678112359795935,0.025244051560530972,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_02_id224_vs_Al_board_03_id310.png
Al_board-Al_board,Al_board,Al_board,2,4,224,180,0.014481599719528065,0.028638460436390407,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_02_id224_vs_Al_board_04_id180.png
Al_board-Al_board,Al_board,Al_board,2,5,224,62,0.010933514767753585,0.023574878554538593,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_02_id224_vs_Al_board_05_id62.png
Al_board-Al_board,Al_board,Al_board,2,6,224,266,0.011454979931412396,0.030621480237991227,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_02_id224_vs_Al_board_06_id266.png
Al_board-Al_board,Al_board,Al_board,2,7,224,197,0.008984528656757916,0.023329735556327908,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_02_id224_vs_Al_board_07_id197.png
Al_board-Al_board,Al_board,Al_board,2,8,224,165,0.011412076554427863,0.03263261994154616,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_02_id224_vs_Al_board_08_id165.png
Al_board-Al_board,Al_board,Al_board,2,9,224,251,0.012352383131638686,0.03201039101462645,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_02_id224_vs_Al_board_09_id251.png
Al_board-Al_board,Al_board,Al_board,2,10,224,75,0.015610228142252505,0.03621782181123507,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_02_id224_vs_Al_board_10_id75.png
Al_board-Al_board,Al_board,Al_board,2,11,224,48,0.01267875165324801,0.035239425486335525,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_02_id224_vs_Al_board_11_id48.png
Al_board-Al_board,Al_board,Al_board,2,12,224,16,0.016132438572548296,0.03874722112839767,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_02_id224_vs_Al_board_12_id16.png
Al_board-Al_board,Al_board,Al_board,2,13,224,200,0.009453058478266132,0.026808635645087238,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_02_id224_vs_Al_board_13_id200.png
Al_board-Al_board,Al_board,Al_board,2,14,224,98,0.011951978785327777,0.03778506183173299,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_02_id224_vs_Al_board_14_id98.png
Al_board-Al_board,Al_board,Al_board,3,4,310,180,0.012114490570724301,0.03666427456609368,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_03_id310_vs_Al_board_04_id180.png
Al_board-Al_board,Al_board,Al_board,3,5,310,62,0.00838460544055148,0.023634070493048512,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_03_id310_vs_Al_board_05_id62.png
Al_board-Al_board,Al_board,Al_board,3,6,310,266,0.008969408186853994,0.023129847992100275,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_03_id310_vs_Al_board_06_id266.png
Al_board-Al_board,Al_board,Al_board,3,7,310,197,0.01057137753913155,0.028694606565402764,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_03_id310_vs_Al_board_07_id197.png
Al_board-Al_board,Al_board,Al_board,3,8,310,165,0.010718397234462386,0.03360492747018841,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_03_id310_vs_Al_board_08_id165.png
Al_board-Al_board,Al_board,Al_board,3,9,310,251,0.01047236290486568,0.029500821214628666,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_03_id310_vs_Al_board_09_id251.png
Al_board-Al_board,Al_board,Al_board,3,10,310,75,0.012650831316688628,0.03502798392003474,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_03_id310_vs_Al_board_10_id75.png
Al_board-Al_board,Al_board,Al_board,3,11,310,48,0.013266098849217449,0.04065669067666806,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_03_id310_vs_Al_board_11_id48.png
Al_board-Al_board,Al_board,Al_board,3,12,310,16,0.012555886515731347,0.03539607290003804,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_03_id310_vs_Al_board_12_id16.png
Al_board-Al_board,Al_board,Al_board,3,13,310,200,0.009293286909790161,0.025773633516921326,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_03_id310_vs_Al_board_13_id200.png
Al_board-Al_board,Al_board,Al_board,3,14,310,98,0.012171477919287842,0.04129167025201184,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_03_id310_vs_Al_board_14_id98.png
Al_board-Al_board,Al_board,Al_board,4,5,180,62,0.014480267201262581,0.03688858476775418,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_04_id180_vs_Al_board_05_id62.png
Al_board-Al_board,Al_board,Al_board,4,6,180,266,0.012068135843258313,0.03433259605884344,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_04_id180_vs_Al_board_06_id266.png
Al_board-Al_board,Al_board,Al_board,4,7,180,197,0.012262834851733736,0.025827520929618045,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_04_id180_vs_Al_board_07_id197.png
Al_board-Al_board,Al_board,Al_board,4,8,180,165,0.014600125350897863,0.03681424548204743,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_04_id180_vs_Al_board_08_id165.png
Al_board-Al_board,Al_board,Al_board,4,9,180,251,0.010371961912740842,0.025390968481337536,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_04_id180_vs_Al_board_09_id251.png
Al_board-Al_board,Al_board,Al_board,4,10,180,75,0.015308103353755804,0.03645189967293566,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_04_id180_vs_Al_board_10_id75.png
Al_board-Al_board,Al_board,Al_board,4,11,180,48,0.01525971619465132,0.03956235496508303,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_04_id180_vs_Al_board_11_id48.png
Al_board-Al_board,Al_board,Al_board,4,12,180,16,0.013952233485136701,0.034627386398425296,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_04_id180_vs_Al_board_12_id16.png
Al_board-Al_board,Al_board,Al_board,4,13,180,200,0.013402006422121315,0.02695868980434167,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_04_id180_vs_Al_board_13_id200.png
Al_board-Al_board,Al_board,Al_board,4,14,180,98,0.011613404575679593,0.0273891136047253,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_04_id180_vs_Al_board_14_id98.png
Al_board-Al_board,Al_board,Al_board,5,6,62,266,0.008716862435503214,0.022541373919316755,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_05_id62_vs_Al_board_06_id266.png
Al_board-Al_board,Al_board,Al_board,5,7,62,197,0.011834353753072447,0.027562275734181945,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_05_id62_vs_Al_board_07_id197.png
Al_board-Al_board,Al_board,Al_board,5,8,62,165,0.010144867770122617,0.026596880556738773,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_05_id62_vs_Al_board_08_id165.png
Al_board-Al_board,Al_board,Al_board,5,9,62,251,0.010751533941057354,0.03208210638555192,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_05_id62_vs_Al_board_09_id251.png
Al_board-Al_board,Al_board,Al_board,5,10,62,75,0.015049645230172404,0.04193527541540759,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_05_id62_vs_Al_board_10_id75.png
Al_board-Al_board,Al_board,Al_board,5,11,62,48,0.011026628782083407,0.038471126071788896,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_05_id62_vs_Al_board_11_id48.png
Al_board-Al_board,Al_board,Al_board,5,12,62,16,0.01653687942124601,0.04766493228582947,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_05_id62_vs_Al_board_12_id16.png
Al_board-Al_board,Al_board,Al_board,5,13,62,200,0.010043621521007124,0.02681406889799147,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_05_id62_vs_Al_board_13_id200.png
Al_board-Al_board,Al_board,Al_board,5,14,62,98,0.013454937487043041,0.04121449250337929,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_05_id62_vs_Al_board_14_id98.png
Al_board-Al_board,Al_board,Al_board,6,7,266,197,0.011317421740225734,0.031307081227988635,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_06_id266_vs_Al_board_07_id197.png
Al_board-Al_board,Al_board,Al_board,6,8,266,165,0.01035798981313804,0.03498728881776668,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_06_id266_vs_Al_board_08_id165.png
Al_board-Al_board,Al_board,Al_board,6,9,266,251,0.011086670892847546,0.0301837956876449,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_06_id266_vs_Al_board_09_id251.png
Al_board-Al_board,Al_board,Al_board,6,10,266,75,0.01554520219609069,0.039105172039252976,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_06_id266_vs_Al_board_10_id75.png
Al_board-Al_board,Al_board,Al_board,6,11,266,48,0.009562922572959029,0.04233701114855268,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_06_id266_vs_Al_board_11_id48.png
Al_board-Al_board,Al_board,Al_board,6,12,266,16,0.014146264576316334,0.044734069250840884,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_06_id266_vs_Al_board_12_id16.png
Al_board-Al_board,Al_board,Al_board,6,13,266,200,0.009388839649536521,0.023358895527469406,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_06_id266_vs_Al_board_13_id200.png
Al_board-Al_board,Al_board,Al_board,6,14,266,98,0.012060499063287848,0.0294884756652964,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_06_id266_vs_Al_board_14_id98.png
Al_board-Al_board,Al_board,Al_board,7,8,197,165,0.011614308385868135,0.03467867958503862,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_07_id197_vs_Al_board_08_id165.png
Al_board-Al_board,Al_board,Al_board,7,9,197,251,0.01109605760574024,0.02738849957689294,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_07_id197_vs_Al_board_09_id251.png
Al_board-Al_board,Al_board,Al_board,7,10,197,75,0.01561555525468173,0.039174854693715754,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_07_id197_vs_Al_board_10_id75.png
Al_board-Al_board,Al_board,Al_board,7,11,197,48,0.012058311505304582,0.03149737380495842,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_07_id197_vs_Al_board_11_id48.png
Al_board-Al_board,Al_board,Al_board,7,12,197,16,0.015180545789224028,0.04500381589897,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_07_id197_vs_Al_board_12_id16.png
Al_board-Al_board,Al_board,Al_board,7,13,197,200,0.010454261812358008,0.025997785136449736,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_07_id197_vs_Al_board_13_id200.png
Al_board-Al_board,Al_board,Al_board,7,14,197,98,0.01243111411834696,0.03313109887215403,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_07_id197_vs_Al_board_14_id98.png
Al_board-Al_board,Al_board,Al_board,8,9,165,251,0.010386668590716353,0.028723961466417924,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_08_id165_vs_Al_board_09_id251.png
Al_board-Al_board,Al_board,Al_board,8,10,165,75,0.016002140847671358,0.03751615176487067,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_08_id165_vs_Al_board_10_id75.png
Al_board-Al_board,Al_board,Al_board,8,11,165,48,0.011752166922567173,0.030773965268334362,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_08_id165_vs_Al_board_11_id48.png
Al_board-Al_board,Al_board,Al_board,8,12,165,16,0.013719999417353704,0.044959920060609934,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_Al_board\Al_board_08_id165_vs_Al_board_12_id16.png
