type,material_a,material_b,i,j,sample_i,sample_j,mean_distance,max_distance,png
Al_board-rubber_board,Al_board,rubber_board,2,3,224,310,0.009176040903170226,0.024710889047652583,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_02_id224_vs_rubber_board_03_id310.png
Al_board-rubber_board,Al_board,rubber_board,2,4,224,180,0.011627280105974767,0.028119884985391082,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_02_id224_vs_rubber_board_04_id180.png
Al_board-rubber_board,Al_board,rubber_board,2,5,224,62,0.012224060376725448,0.02619756504024897,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_02_id224_vs_rubber_board_05_id62.png
Al_board-rubber_board,Al_board,rubber_board,2,6,224,266,0.009907282636850728,0.02712830611433709,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_02_id224_vs_rubber_board_06_id266.png
Al_board-rubber_board,Al_board,rubber_board,2,7,224,197,0.010732035865511426,0.030621480237991227,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_02_id224_vs_rubber_board_07_id197.png
Al_board-rubber_board,Al_board,rubber_board,2,8,224,165,0.009892121243378122,0.021241642408945494,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_02_id224_vs_rubber_board_08_id165.png
Al_board-rubber_board,Al_board,rubber_board,2,9,224,251,0.012433001500265895,0.02530602435782237,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_02_id224_vs_rubber_board_09_id251.png
Al_board-rubber_board,Al_board,rubber_board,2,10,224,75,0.012775765862645696,0.032232541010812306,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_02_id224_vs_rubber_board_10_id75.png
Al_board-rubber_board,Al_board,rubber_board,2,11,224,48,0.010799179979941927,0.030621480237991227,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_02_id224_vs_rubber_board_11_id48.png
Al_board-rubber_board,Al_board,rubber_board,2,12,224,16,0.010260024648530245,0.025621547246046008,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_02_id224_vs_rubber_board_12_id16.png
Al_board-rubber_board,Al_board,rubber_board,2,13,224,200,0.011521828993436761,0.0285016067667156,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_02_id224_vs_rubber_board_13_id200.png
Al_board-rubber_board,Al_board,rubber_board,2,14,224,98,0.01093553889378273,0.027929065668971607,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_02_id224_vs_rubber_board_14_id98.png
Al_board-rubber_board,Al_board,rubber_board,3,0,310,227,0.010985518949843922,0.03166966863409188,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_03_id310_vs_rubber_board_00_id227.png
Al_board-rubber_board,Al_board,rubber_board,3,1,310,140,0.00884733445558177,0.02765125249389166,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_03_id310_vs_rubber_board_01_id140.png
Al_board-rubber_board,Al_board,rubber_board,3,2,310,224,0.00839203162587977,0.019952207564231907,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_03_id310_vs_rubber_board_02_id224.png
Al_board-rubber_board,Al_board,rubber_board,3,3,310,310,0.007613480796007008,0.018044506631079777,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_03_id310_vs_rubber_board_03_id310.png
Al_board-rubber_board,Al_board,rubber_board,3,4,310,180,0.009243550129173257,0.021917336146257568,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_03_id310_vs_rubber_board_04_id180.png
Al_board-rubber_board,Al_board,rubber_board,3,5,310,62,0.011038086689485494,0.030892680026990187,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_03_id310_vs_rubber_board_05_id62.png
Al_board-rubber_board,Al_board,rubber_board,3,6,310,266,0.008606408778662611,0.01870008870746941,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_03_id310_vs_rubber_board_06_id266.png
Al_board-rubber_board,Al_board,rubber_board,3,7,310,197,0.010506406095130313,0.03390988264625319,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_03_id310_vs_rubber_board_07_id197.png
Al_board-rubber_board,Al_board,rubber_board,3,8,310,165,0.008733337668641098,0.02639761967841626,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_03_id310_vs_rubber_board_08_id165.png
Al_board-rubber_board,Al_board,rubber_board,3,9,310,251,0.012301765533698989,0.028499069438622075,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_03_id310_vs_rubber_board_09_id251.png
Al_board-rubber_board,Al_board,rubber_board,3,10,310,75,0.009368594500130212,0.02604902525612127,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_03_id310_vs_rubber_board_10_id75.png
Al_board-rubber_board,Al_board,rubber_board,3,11,310,48,0.009308951895325202,0.026584039498561925,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_03_id310_vs_rubber_board_11_id48.png
Al_board-rubber_board,Al_board,rubber_board,3,12,310,16,0.006835380314896561,0.01719956033260513,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_03_id310_vs_rubber_board_12_id16.png
Al_board-rubber_board,Al_board,rubber_board,3,13,310,200,0.010569946507143562,0.02857178205033152,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_03_id310_vs_rubber_board_13_id200.png
Al_board-rubber_board,Al_board,rubber_board,3,14,310,98,0.007625127531189872,0.0197871855795891,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_03_id310_vs_rubber_board_14_id98.png
Al_board-rubber_board,Al_board,rubber_board,4,0,180,227,0.011706565336950739,0.03344244443392366,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_04_id180_vs_rubber_board_00_id227.png
Al_board-rubber_board,Al_board,rubber_board,4,1,180,140,0.009693897740656703,0.025647087933109918,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_04_id180_vs_rubber_board_01_id140.png
Al_board-rubber_board,Al_board,rubber_board,4,2,180,224,0.013434205933168668,0.031388458735043964,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_04_id180_vs_rubber_board_02_id224.png
Al_board-rubber_board,Al_board,rubber_board,4,3,180,310,0.012614346674256073,0.029914003649725823,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_04_id180_vs_rubber_board_03_id310.png
Al_board-rubber_board,Al_board,rubber_board,4,4,180,180,0.010027930077763364,0.02450635992423928,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_04_id180_vs_rubber_board_04_id180.png
Al_board-rubber_board,Al_board,rubber_board,4,5,180,62,0.009380429575921688,0.021395141419790407,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_04_id180_vs_rubber_board_05_id62.png
Al_board-rubber_board,Al_board,rubber_board,4,6,180,266,0.012344727940488213,0.02936693119502522,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_04_id180_vs_rubber_board_06_id266.png
Al_board-rubber_board,Al_board,rubber_board,4,7,180,197,0.010483169562457356,0.024572280579532167,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_04_id180_vs_rubber_board_07_id197.png
Al_board-rubber_board,Al_board,rubber_board,4,8,180,165,0.012269436966356163,0.03539408598869678,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_04_id180_vs_rubber_board_08_id165.png
Al_board-rubber_board,Al_board,rubber_board,4,9,180,251,0.009344579878758124,0.02211090658269568,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_04_id180_vs_rubber_board_09_id251.png
Al_board-rubber_board,Al_board,rubber_board,4,10,180,75,0.014823726910323808,0.03771278058375622,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_04_id180_vs_rubber_board_10_id75.png
Al_board-rubber_board,Al_board,rubber_board,4,11,180,48,0.013771925297547285,0.03310415468386704,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_04_id180_vs_rubber_board_11_id48.png
Al_board-rubber_board,Al_board,rubber_board,4,12,180,16,0.013180790810847623,0.03471209958464439,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_04_id180_vs_rubber_board_12_id16.png
Al_board-rubber_board,Al_board,rubber_board,4,13,180,200,0.008846505160189349,0.024269479870969144,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_04_id180_vs_rubber_board_13_id200.png
Al_board-rubber_board,Al_board,rubber_board,4,14,180,98,0.011769215166719211,0.03361258373986771,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_04_id180_vs_rubber_board_14_id98.png
Al_board-rubber_board,Al_board,rubber_board,5,0,62,227,0.012414042420761374,0.03193180650830298,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_05_id62_vs_rubber_board_00_id227.png
Al_board-rubber_board,Al_board,rubber_board,5,1,62,140,0.011489718781312063,0.03102297600812188,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_05_id62_vs_rubber_board_01_id140.png
Al_board-rubber_board,Al_board,rubber_board,5,2,62,224,0.008810558297892951,0.019795436082550428,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_05_id62_vs_rubber_board_02_id224.png
Al_board-rubber_board,Al_board,rubber_board,5,3,62,310,0.009629655974539129,0.02368139219678773,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_05_id62_vs_rubber_board_03_id310.png
Al_board-rubber_board,Al_board,rubber_board,5,4,62,180,0.011074973048564758,0.024545528526399157,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_05_id62_vs_rubber_board_04_id180.png
Al_board-rubber_board,Al_board,rubber_board,5,5,62,62,0.012886097192884163,0.029593051261079265,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_05_id62_vs_rubber_board_05_id62.png
Al_board-rubber_board,Al_board,rubber_board,5,6,62,266,0.009173507742967496,0.024432786091853544,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_05_id62_vs_rubber_board_06_id266.png
Al_board-rubber_board,Al_board,rubber_board,5,7,62,197,0.012106318450105982,0.03445469424675426,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_05_id62_vs_rubber_board_07_id197.png
Al_board-rubber_board,Al_board,rubber_board,5,8,62,165,0.011343311522167537,0.025919410728386893,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_05_id62_vs_rubber_board_08_id165.png
Al_board-rubber_board,Al_board,rubber_board,5,9,62,251,0.014767837316588463,0.030405071205309123,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_05_id62_vs_rubber_board_09_id251.png
Al_board-rubber_board,Al_board,rubber_board,5,10,62,75,0.008809586159260452,0.025363639588070433,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_05_id62_vs_rubber_board_10_id75.png
Al_board-rubber_board,Al_board,rubber_board,5,11,62,48,0.009287451033577872,0.024131700313137515,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_05_id62_vs_rubber_board_11_id48.png
Al_board-rubber_board,Al_board,rubber_board,5,12,62,16,0.0080016011510575,0.02604187910626703,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_05_id62_vs_rubber_board_12_id16.png
Al_board-rubber_board,Al_board,rubber_board,5,13,62,200,0.012918113321285797,0.028816246120247187,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_05_id62_vs_rubber_board_13_id200.png
Al_board-rubber_board,Al_board,rubber_board,5,14,62,98,0.009889925741202942,0.02142909163340547,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_05_id62_vs_rubber_board_14_id98.png
Al_board-rubber_board,Al_board,rubber_board,6,0,266,227,0.011989560854610662,0.027169077570917,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_06_id266_vs_rubber_board_00_id227.png
Al_board-rubber_board,Al_board,rubber_board,6,1,266,140,0.009624498260997016,0.024436008517191334,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_06_id266_vs_rubber_board_01_id140.png
Al_board-rubber_board,Al_board,rubber_board,6,2,266,224,0.008080403358923294,0.01920240902079471,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_06_id266_vs_rubber_board_02_id224.png
Al_board-rubber_board,Al_board,rubber_board,6,3,266,310,0.0090400901114606,0.022958637896239774,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_06_id266_vs_rubber_board_03_id310.png
Al_board-rubber_board,Al_board,rubber_board,6,4,266,180,0.009410905353864863,0.02057821423257654,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_06_id266_vs_rubber_board_04_id180.png
Al_board-rubber_board,Al_board,rubber_board,6,5,266,62,0.01135381972675285,0.03223870489065192,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_06_id266_vs_rubber_board_05_id62.png
Al_board-rubber_board,Al_board,rubber_board,6,6,266,266,0.00848285275506871,0.018900306236166245,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_06_id266_vs_rubber_board_06_id266.png
Al_board-rubber_board,Al_board,rubber_board,6,7,266,197,0.009620015631800111,0.027623213018679774,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_06_id266_vs_rubber_board_07_id197.png
Al_board-rubber_board,Al_board,rubber_board,6,8,266,165,0.011569044742899683,0.028052987308719232,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_06_id266_vs_rubber_board_08_id165.png
Al_board-rubber_board,Al_board,rubber_board,6,9,266,251,0.01303190831335884,0.028975388477577822,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_06_id266_vs_rubber_board_09_id251.png
Al_board-rubber_board,Al_board,rubber_board,6,10,266,75,0.008610409312015161,0.02439922043162805,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_06_id266_vs_rubber_board_10_id75.png
Al_board-rubber_board,Al_board,rubber_board,6,11,266,48,0.00807611054085379,0.027499764534135065,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_06_id266_vs_rubber_board_11_id48.png
Al_board-rubber_board,Al_board,rubber_board,6,12,266,16,0.009793270237923915,0.02255295427635769,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_06_id266_vs_rubber_board_12_id16.png
Al_board-rubber_board,Al_board,rubber_board,6,13,266,200,0.010782001695390063,0.02621425157102639,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_06_id266_vs_rubber_board_13_id200.png
Al_board-rubber_board,Al_board,rubber_board,6,14,266,98,0.008443484773307822,0.019324022333500272,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_06_id266_vs_rubber_board_14_id98.png
Al_board-rubber_board,Al_board,rubber_board,7,0,197,227,0.01190094601549063,0.027532897562553664,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_07_id197_vs_rubber_board_00_id227.png
Al_board-rubber_board,Al_board,rubber_board,7,1,197,140,0.009567497562746146,0.026247530928597742,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_07_id197_vs_rubber_board_01_id140.png
Al_board-rubber_board,Al_board,rubber_board,7,2,197,224,0.010888442770465237,0.029984027531732384,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_07_id197_vs_rubber_board_02_id224.png
Al_board-rubber_board,Al_board,rubber_board,7,3,197,310,0.009109606749460491,0.020534269248268837,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_07_id197_vs_rubber_board_03_id310.png
Al_board-rubber_board,Al_board,rubber_board,7,4,197,180,0.010573349731772121,0.02564784531122378,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_07_id197_vs_rubber_board_04_id180.png
Al_board-rubber_board,Al_board,rubber_board,7,5,197,62,0.009165859962948424,0.022028649299546264,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_07_id197_vs_rubber_board_05_id62.png
Al_board-rubber_board,Al_board,rubber_board,7,6,197,266,0.009107297496741851,0.025353644325284412,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_07_id197_vs_rubber_board_06_id266.png
Al_board-rubber_board,Al_board,rubber_board,7,7,197,197,0.011591274126607582,0.029415180004321,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_07_id197_vs_rubber_board_07_id197.png
Al_board-rubber_board,Al_board,rubber_board,7,8,197,165,0.010242448412727732,0.02626429685430901,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_07_id197_vs_rubber_board_08_id165.png
Al_board-rubber_board,Al_board,rubber_board,7,9,197,251,0.009656403630838948,0.02217957039585008,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_07_id197_vs_rubber_board_09_id251.png
Al_board-rubber_board,Al_board,rubber_board,7,10,197,75,0.014912549749161376,0.029838556653810577,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_07_id197_vs_rubber_board_10_id75.png
Al_board-rubber_board,Al_board,rubber_board,7,11,197,48,0.011698688985898584,0.031307081227988635,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_07_id197_vs_rubber_board_11_id48.png
Al_board-rubber_board,Al_board,rubber_board,7,12,197,16,0.012446142188229684,0.026748127382590997,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_07_id197_vs_rubber_board_12_id16.png
Al_board-rubber_board,Al_board,rubber_board,7,13,197,200,0.010452269847079533,0.026046016839999273,C:\Users\haru4\OneDrive - 学校法人立命館\ドキュメント\研究\研究コード\code\liquid_state_spike_filter_distance_pair_inputs_rep1\pair_plots_Al_board_vs_rubber_board\Al_board_07_id197_vs_rubber_board_13_id200.png
