search_idx,search_id,rep,status,elapsed_sec,A_plus,A_minus,tau_plus,tau_minus,tau_pre_M,tau_post_M,A_pre_M,A_post_M,wmin,wmax,eps_w
203,search_203,1,success,16378.346436023712,0.0007,0.0006,11.7,14.0,13.0,15.0,4e-05,6e-05,-1.0,1.0,1e-12
204,search_204,1,success,16324.560809850693,0.0007,0.0006,11.7,14.0,13.0,16.0,4e-05,6e-05,-1.0,1.0,1e-12
205,search_205,1,success,16344.266571044922,0.0007,0.0006,11.7,14.0,13.0,17.0,4e-05,6e-05,-1.0,1.0,1e-12
206,search_206,1,success,16507.884499788284,0.0007,0.0006,11.7,14.0,14.0,13.0,4e-05,6e-05,-1.0,1.0,1e-12
207,search_207,1,success,16493.07857608795,0.0007,0.0006,11.7,14.0,14.0,14.0,4e-05,6e-05,-1.0,1.0,1e-12
208,search_208,1,success,16610.649488925934,0.0007,0.0006,11.7,14.0,14.0,15.0,4e-05,6e-05,-1.0,1.0,1e-12
209,search_209,1,success,16356.815848827362,0.0007,0.0006,11.7,14.0,14.0,16.0,4e-05,6e-05,-1.0,1.0,1e-12
210,search_210,1,success,16407.891546964645,0.0007,0.0006,11.7,14.0,14.0,17.0,4e-05,6e-05,-1.0,1.0,1e-12
211,search_211,1,success,16648.530339241028,0.0007,0.0006,11.7,14.0,15.0,13.0,4e-05,6e-05,-1.0,1.0,1e-12
212,search_212,1,success,16591.099648952484,0.0007,0.0006,11.7,14.0,15.0,14.0,4e-05,6e-05,-1.0,1.0,1e-12
213,search_213,1,success,16507.385976076126,0.0007,0.0006,11.7,14.0,15.0,15.0,4e-05,6e-05,-1.0,1.0,1e-12
214,search_214,1,success,16480.0462577343,0.0007,0.0006,11.7,14.0,15.0,16.0,4e-05,6e-05,-1.0,1.0,1e-12
215,search_215,1,success,16418.98117685318,0.0007,0.0006,11.7,14.0,15.0,17.0,4e-05,6e-05,-1.0,1.0,1e-12
216,search_216,1,success,16834.769172906876,0.0007,0.0006,11.7,14.0,16.0,13.0,4e-05,6e-05,-1.0,1.0,1e-12
217,search_217,1,success,16710.63776397705,0.0007,0.0006,11.7,14.0,16.0,14.0,4e-05,6e-05,-1.0,1.0,1e-12
218,search_218,1,success,16654.05992293358,0.0007,0.0006,11.7,14.0,16.0,15.0,4e-05,6e-05,-1.0,1.0,1e-12
219,search_219,1,success,16536.353879213333,0.0007,0.0006,11.7,14.0,16.0,16.0,4e-05,6e-05,-1.0,1.0,1e-12
220,search_220,1,success,16493.117266893387,0.0007,0.0006,11.7,14.0,16.0,17.0,4e-05,6e-05,-1.0,1.0,1e-12
221,search_221,1,success,16993.369639873505,0.0007,0.0006,11.7,14.0,17.0,13.0,4e-05,6e-05,-1.0,1.0,1e-12
222,search_222,1,success,16924.91296315193,0.0007,0.0006,11.7,14.0,17.0,14.0,4e-05,6e-05,-1.0,1.0,1e-12
223,search_223,1,success,16750.937165021896,0.0007,0.0006,11.7,14.0,17.0,15.0,4e-05,6e-05,-1.0,1.0,1e-12
224,search_224,1,success,16666.10876584053,0.0007,0.0006,11.7,14.0,17.0,16.0,4e-05,6e-05,-1.0,1.0,1e-12
225,search_225,1,success,16395.67850089073,0.0007,0.0006,11.7,14.0,17.0,17.0,4e-05,6e-05,-1.0,1.0,1e-12
226,search_226,1,success,16368.987355232239,0.0007,0.0006,11.7,14.0,13.0,13.0,4e-05,7e-05,-1.0,1.0,1e-12
227,search_227,1,success,16301.535393238068,0.0007,0.0006,11.7,14.0,13.0,14.0,4e-05,7e-05,-1.0,1.0,1e-12
228,search_228,1,success,16189.16142487526,0.0007,0.0006,11.7,14.0,13.0,15.0,4e-05,7e-05,-1.0,1.0,1e-12
229,search_229,1,success,16090.511556148529,0.0007,0.0006,11.7,14.0,13.0,16.0,4e-05,7e-05,-1.0,1.0,1e-12
230,search_230,1,success,16201.110978126526,0.0007,0.0006,11.7,14.0,13.0,17.0,4e-05,7e-05,-1.0,1.0,1e-12
231,search_231,1,success,16442.08889722824,0.0007,0.0006,11.7,14.0,14.0,13.0,4e-05,7e-05,-1.0,1.0,1e-12
232,search_232,1,success,16363.401614904404,0.0007,0.0006,11.7,14.0,14.0,14.0,4e-05,7e-05,-1.0,1.0,1e-12
233,search_233,1,success,16450.617758989334,0.0007,0.0006,11.7,14.0,14.0,15.0,4e-05,7e-05,-1.0,1.0,1e-12
234,search_234,1,success,16318.653966903687,0.0007,0.0006,11.7,14.0,14.0,16.0,4e-05,7e-05,-1.0,1.0,1e-12
235,search_235,1,success,16316.162549972534,0.0007,0.0006,11.7,14.0,14.0,17.0,4e-05,7e-05,-1.0,1.0,1e-12
236,search_236,1,success,16609.68537902832,0.0007,0.0006,11.7,14.0,15.0,13.0,4e-05,7e-05,-1.0,1.0,1e-12
237,search_237,1,success,16582.635127067566,0.0007,0.0006,11.7,14.0,15.0,14.0,4e-05,7e-05,-1.0,1.0,1e-12
238,search_238,1,success,16469.801681995392,0.0007,0.0006,11.7,14.0,15.0,15.0,4e-05,7e-05,-1.0,1.0,1e-12
239,search_239,1,success,16219.246076107025,0.0007,0.0006,11.7,14.0,15.0,16.0,4e-05,7e-05,-1.0,1.0,1e-12
240,search_240,1,success,16137.867656946182,0.0007,0.0006,11.7,14.0,15.0,17.0,4e-05,7e-05,-1.0,1.0,1e-12
241,search_241,1,success,16446.45549106598,0.0007,0.0006,11.7,14.0,16.0,13.0,4e-05,7e-05,-1.0,1.0,1e-12
242,search_242,1,success,16468.987824201584,0.0007,0.0006,11.7,14.0,16.0,14.0,4e-05,7e-05,-1.0,1.0,1e-12
243,search_243,1,success,16443.684391736984,0.0007,0.0006,11.7,14.0,16.0,15.0,4e-05,7e-05,-1.0,1.0,1e-12
244,search_244,1,success,16325.466955900192,0.0007,0.0006,11.7,14.0,16.0,16.0,4e-05,7e-05,-1.0,1.0,1e-12
245,search_245,1,success,16257.320501804352,0.0007,0.0006,11.7,14.0,16.0,17.0,4e-05,7e-05,-1.0,1.0,1e-12
246,search_246,1,success,16757.391546964645,0.0007,0.0006,11.7,14.0,17.0,13.0,4e-05,7e-05,-1.0,1.0,1e-12
247,search_247,1,success,16503.526147842407,0.0007,0.0006,11.7,14.0,17.0,14.0,4e-05,7e-05,-1.0,1.0,1e-12
248,search_248,1,success,16469.765387773514,0.0007,0.0006,11.7,14.0,17.0,15.0,4e-05,7e-05,-1.0,1.0,1e-12
249,search_249,1,success,16615.67056798935,0.0007,0.0006,11.7,14.0,17.0,16.0,4e-05,7e-05,-1.0,1.0,1e-12
250,search_250,1,success,16434.586947202682,0.0007,0.0006,11.7,14.0,17.0,17.0,4e-05,7e-05,-1.0,1.0,1e-12
251,search_251,1,success,18007.360393047333,0.0007,0.0006,11.7,14.0,13.0,13.0,5e-05,3e-05,-1.0,1.0,1e-12
252,search_252,1,success,17945.522752046585,0.0007,0.0006,11.7,14.0,13.0,14.0,5e-05,3e-05,-1.0,1.0,1e-12
253,search_253,1,success,17848.48834991455,0.0007,0.0006,11.7,14.0,13.0,15.0,5e-05,3e-05,-1.0,1.0,1e-12
254,search_254,1,success,17722.033876419067,0.0007,0.0006,11.7,14.0,13.0,16.0,5e-05,3e-05,-1.0,1.0,1e-12
255,search_255,1,success,17731.6716196537,0.0007,0.0006,11.7,14.0,13.0,17.0,5e-05,3e-05,-1.0,1.0,1e-12
256,search_256,1,success,18111.269605875015,0.0007,0.0006,11.7,14.0,14.0,13.0,5e-05,3e-05,-1.0,1.0,1e-12
257,search_257,1,success,18254.22413086891,0.0007,0.0006,11.7,14.0,14.0,14.0,5e-05,3e-05,-1.0,1.0,1e-12
258,search_258,1,success,18062.445912122726,0.0007,0.0006,11.7,14.0,14.0,15.0,5e-05,3e-05,-1.0,1.0,1e-12
259,search_259,1,success,17858.475641965866,0.0007,0.0006,11.7,14.0,14.0,16.0,5e-05,3e-05,-1.0,1.0,1e-12
260,search_260,1,success,17772.448066949844,0.0007,0.0006,11.7,14.0,14.0,17.0,5e-05,3e-05,-1.0,1.0,1e-12
261,search_261,1,success,18437.328693151474,0.0007,0.0006,11.7,14.0,15.0,13.0,5e-05,3e-05,-1.0,1.0,1e-12
262,search_262,1,success,18277.767737150192,0.0007,0.0006,11.7,14.0,15.0,14.0,5e-05,3e-05,-1.0,1.0,1e-12
263,search_263,1,success,18157.880197048187,0.0007,0.0006,11.7,14.0,15.0,15.0,5e-05,3e-05,-1.0,1.0,1e-12
264,search_264,1,success,18075.04450392723,0.0007,0.0006,11.7,14.0,15.0,16.0,5e-05,3e-05,-1.0,1.0,1e-12
265,search_265,1,success,17996.284658908844,0.0007,0.0006,11.7,14.0,15.0,17.0,5e-05,3e-05,-1.0,1.0,1e-12
266,search_266,1,success,18440.580876111984,0.0007,0.0006,11.7,14.0,16.0,13.0,5e-05,3e-05,-1.0,1.0,1e-12
267,search_267,1,success,18070.575309038162,0.0007,0.0006,11.7,14.0,16.0,14.0,5e-05,3e-05,-1.0,1.0,1e-12
268,search_268,1,success,18017.62469315529,0.0007,0.0006,11.7,14.0,16.0,15.0,5e-05,3e-05,-1.0,1.0,1e-12
269,search_269,1,success,18069.899923801422,0.0007,0.0006,11.7,14.0,16.0,16.0,5e-05,3e-05,-1.0,1.0,1e-12
270,search_270,1,success,17942.066876888275,0.0007,0.0006,11.7,14.0,16.0,17.0,5e-05,3e-05,-1.0,1.0,1e-12
271,search_271,1,success,18393.02953505516,0.0007,0.0006,11.7,14.0,17.0,13.0,5e-05,3e-05,-1.0,1.0,1e-12
272,search_272,1,success,18296.228598594666,0.0007,0.0006,11.7,14.0,17.0,14.0,5e-05,3e-05,-1.0,1.0,1e-12
273,search_273,1,success,18220.27316570282,0.0007,0.0006,11.7,14.0,17.0,15.0,5e-05,3e-05,-1.0,1.0,1e-12
274,search_274,1,success,18156.62811231613,0.0007,0.0006,11.7,14.0,17.0,16.0,5e-05,3e-05,-1.0,1.0,1e-12
275,search_275,1,success,18069.98383116722,0.0007,0.0006,11.7,14.0,17.0,17.0,5e-05,3e-05,-1.0,1.0,1e-12
276,search_276,1,success,17654.379431962967,0.0007,0.0006,11.7,14.0,13.0,13.0,5e-05,4e-05,-1.0,1.0,1e-12
277,search_277,1,success,17550.751450300217,0.0007,0.0006,11.7,14.0,13.0,14.0,5e-05,4e-05,-1.0,1.0,1e-12
278,search_278,1,success,17566.306620836258,0.0007,0.0006,11.7,14.0,13.0,15.0,5e-05,4e-05,-1.0,1.0,1e-12
279,search_279,1,success,17557.238125801086,0.0007,0.0006,11.7,14.0,13.0,16.0,5e-05,4e-05,-1.0,1.0,1e-12
280,search_280,1,success,17339.779406785965,0.0007,0.0006,11.7,14.0,13.0,17.0,5e-05,4e-05,-1.0,1.0,1e-12
281,search_281,1,success,17618.412356853485,0.0007,0.0006,11.7,14.0,14.0,13.0,5e-05,4e-05,-1.0,1.0,1e-12
282,search_282,1,success,17605.107021808624,0.0007,0.0006,11.7,14.0,14.0,14.0,5e-05,4e-05,-1.0,1.0,1e-12
283,search_283,1,success,17559.603066921234,0.0007,0.0006,11.7,14.0,14.0,15.0,5e-05,4e-05,-1.0,1.0,1e-12
284,search_284,1,success,17508.29648709297,0.0007,0.0006,11.7,14.0,14.0,16.0,5e-05,4e-05,-1.0,1.0,1e-12
285,search_285,1,success,17405.827266216278,0.0007,0.0006,11.7,14.0,14.0,17.0,5e-05,4e-05,-1.0,1.0,1e-12
286,search_286,1,success,17962.123564004898,0.0007,0.0006,11.7,14.0,15.0,13.0,5e-05,4e-05,-1.0,1.0,1e-12
287,search_287,1,success,17786.635176181793,0.0007,0.0006,11.7,14.0,15.0,14.0,5e-05,4e-05,-1.0,1.0,1e-12
288,search_288,1,success,17604.021846055984,0.0007,0.0006,11.7,14.0,15.0,15.0,5e-05,4e-05,-1.0,1.0,1e-12
289,search_289,1,success,17542.65589928627,0.0007,0.0006,11.7,14.0,15.0,16.0,5e-05,4e-05,-1.0,1.0,1e-12
290,search_290,1,success,17448.38494992256,0.0007,0.0006,11.7,14.0,15.0,17.0,5e-05,4e-05,-1.0,1.0,1e-12
291,search_291,1,success,17989.54048705101,0.0007,0.0006,11.7,14.0,16.0,13.0,5e-05,4e-05,-1.0,1.0,1e-12
292,search_292,1,success,17900.101007938385,0.0007,0.0006,11.7,14.0,16.0,14.0,5e-05,4e-05,-1.0,1.0,1e-12
293,search_293,1,success,17815.362998723984,0.0007,0.0006,11.7,14.0,16.0,15.0,5e-05,4e-05,-1.0,1.0,1e-12
294,search_294,1,success,17718.517998218536,0.0007,0.0006,11.7,14.0,16.0,16.0,5e-05,4e-05,-1.0,1.0,1e-12
295,search_295,1,success,17340.929055929184,0.0007,0.0006,11.7,14.0,16.0,17.0,5e-05,4e-05,-1.0,1.0,1e-12
296,search_296,1,success,17903.52246284485,0.0007,0.0006,11.7,14.0,17.0,13.0,5e-05,4e-05,-1.0,1.0,1e-12
297,search_297,1,success,17774.041950941086,0.0007,0.0006,11.7,14.0,17.0,14.0,5e-05,4e-05,-1.0,1.0,1e-12
298,search_298,1,success,17746.293903827667,0.0007,0.0006,11.7,14.0,17.0,15.0,5e-05,4e-05,-1.0,1.0,1e-12
299,search_299,1,success,17725.908792972565,0.0007,0.0006,11.7,14.0,17.0,16.0,5e-05,4e-05,-1.0,1.0,1e-12
300,search_300,1,success,17571.081593990326,0.0007,0.0006,11.7,14.0,17.0,17.0,5e-05,4e-05,-1.0,1.0,1e-12
301,search_301,1,success,17294.635446071625,0.0007,0.0006,11.7,14.0,13.0,13.0,5e-05,5e-05,-1.0,1.0,1e-12
302,search_302,1,success,17248.21847510338,0.0007,0.0006,11.7,14.0,13.0,14.0,5e-05,5e-05,-1.0,1.0,1e-12
303,search_303,1,success,16994.44621872902,0.0007,0.0006,11.7,14.0,13.0,15.0,5e-05,5e-05,-1.0,1.0,1e-12
304,search_304,1,success,16899.649042844772,0.0007,0.0006,11.7,14.0,13.0,16.0,5e-05,5e-05,-1.0,1.0,1e-12
305,search_305,1,success,16908.753170967102,0.0007,0.0006,11.7,14.0,13.0,17.0,5e-05,5e-05,-1.0,1.0,1e-12
306,search_306,1,success,17521.833997011185,0.0007,0.0006,11.7,14.0,14.0,13.0,5e-05,5e-05,-1.0,1.0,1e-12
307,search_307,1,success,17403.162249326706,0.0007,0.0006,11.7,14.0,14.0,14.0,5e-05,5e-05,-1.0,1.0,1e-12
308,search_308,1,success,17274.322856903076,0.0007,0.0006,11.7,14.0,14.0,15.0,5e-05,5e-05,-1.0,1.0,1e-12
309,search_309,1,success,16921.031211853027,0.0007,0.0006,11.7,14.0,14.0,16.0,5e-05,5e-05,-1.0,1.0,1e-12
310,search_310,1,success,16848.52093887329,0.0007,0.0006,11.7,14.0,14.0,17.0,5e-05,5e-05,-1.0,1.0,1e-12
311,search_311,1,success,17464.160549879074,0.0007,0.0006,11.7,14.0,15.0,13.0,5e-05,5e-05,-1.0,1.0,1e-12
312,search_312,1,success,17360.75105524063,0.0007,0.0006,11.7,14.0,15.0,14.0,5e-05,5e-05,-1.0,1.0,1e-12
313,search_313,1,success,17349.174741983414,0.0007,0.0006,11.7,14.0,15.0,15.0,5e-05,5e-05,-1.0,1.0,1e-12
314,search_314,1,success,17172.611771821976,0.0007,0.0006,11.7,14.0,15.0,16.0,5e-05,5e-05,-1.0,1.0,1e-12
315,search_315,1,success,17103.97340297699,0.0007,0.0006,11.7,14.0,15.0,17.0,5e-05,5e-05,-1.0,1.0,1e-12
316,search_316,1,success,17589.218638181686,0.0007,0.0006,11.7,14.0,16.0,13.0,5e-05,5e-05,-1.0,1.0,1e-12
317,search_317,1,success,17542.071715831757,0.0007,0.0006,11.7,14.0,16.0,14.0,5e-05,5e-05,-1.0,1.0,1e-12
318,search_318,1,success,17399.992472171783,0.0007,0.0006,11.7,14.0,16.0,15.0,5e-05,5e-05,-1.0,1.0,1e-12
319,search_319,1,success,17379.094460725784,0.0007,0.0006,11.7,14.0,16.0,16.0,5e-05,5e-05,-1.0,1.0,1e-12
320,search_320,1,success,17221.0260181427,0.0007,0.0006,11.7,14.0,16.0,17.0,5e-05,5e-05,-1.0,1.0,1e-12
321,search_321,1,success,17659.312711954117,0.0007,0.0006,11.7,14.0,17.0,13.0,5e-05,5e-05,-1.0,1.0,1e-12
322,search_322,1,success,17571.416983127594,0.0007,0.0006,11.7,14.0,17.0,14.0,5e-05,5e-05,-1.0,1.0,1e-12
323,search_323,1,success,17295.619983673096,0.0007,0.0006,11.7,14.0,17.0,15.0,5e-05,5e-05,-1.0,1.0,1e-12
324,search_324,1,success,17286.837733745575,0.0007,0.0006,11.7,14.0,17.0,16.0,5e-05,5e-05,-1.0,1.0,1e-12
325,search_325,1,success,17151.51780796051,0.0007,0.0006,11.7,14.0,17.0,17.0,5e-05,5e-05,-1.0,1.0,1e-12
326,search_326,1,success,16824.798023939133,0.0007,0.0006,11.7,14.0,13.0,13.0,5e-05,6e-05,-1.0,1.0,1e-12
327,search_327,1,success,16835.050106048584,0.0007,0.0006,11.7,14.0,13.0,14.0,5e-05,6e-05,-1.0,1.0,1e-12
328,search_328,1,success,16776.751899957657,0.0007,0.0006,11.7,14.0,13.0,15.0,5e-05,6e-05,-1.0,1.0,1e-12
329,search_329,1,success,16591.242250919342,0.0007,0.0006,11.7,14.0,13.0,16.0,5e-05,6e-05,-1.0,1.0,1e-12
330,search_330,1,success,16571.055557966232,0.0007,0.0006,11.7,14.0,13.0,17.0,5e-05,6e-05,-1.0,1.0,1e-12
331,search_331,1,success,17058.362258911133,0.0007,0.0006,11.7,14.0,14.0,13.0,5e-05,6e-05,-1.0,1.0,1e-12
332,search_332,1,success,16840.76461815834,0.0007,0.0006,11.7,14.0,14.0,14.0,5e-05,6e-05,-1.0,1.0,1e-12
333,search_333,1,success,16799.21309018135,0.0007,0.0006,11.7,14.0,14.0,15.0,5e-05,6e-05,-1.0,1.0,1e-12
334,search_334,1,success,16826.008913993835,0.0007,0.0006,11.7,14.0,14.0,16.0,5e-05,6e-05,-1.0,1.0,1e-12
335,search_335,1,success,16675.703401088715,0.0007,0.0006,11.7,14.0,14.0,17.0,5e-05,6e-05,-1.0,1.0,1e-12
336,search_336,1,success,17162.269903182983,0.0007,0.0006,11.7,14.0,15.0,13.0,5e-05,6e-05,-1.0,1.0,1e-12
337,search_337,1,success,16829.476817131042,0.0007,0.0006,11.7,14.0,15.0,14.0,5e-05,6e-05,-1.0,1.0,1e-12
338,search_338,1,success,16672.76721382141,0.0007,0.0006,11.7,14.0,15.0,15.0,5e-05,6e-05,-1.0,1.0,1e-12
339,search_339,1,success,16820.858116149902,0.0007,0.0006,11.7,14.0,15.0,16.0,5e-05,6e-05,-1.0,1.0,1e-12
340,search_340,1,success,16565.29331421852,0.0007,0.0006,11.7,14.0,15.0,17.0,5e-05,6e-05,-1.0,1.0,1e-12
341,search_341,1,success,17304.91831803322,0.0007,0.0006,11.7,14.0,16.0,13.0,5e-05,6e-05,-1.0,1.0,1e-12
342,search_342,1,success,17185.40319943428,0.0007,0.0006,11.7,14.0,16.0,14.0,5e-05,6e-05,-1.0,1.0,1e-12
343,search_343,1,success,16880.10508298874,0.0007,0.0006,11.7,14.0,16.0,15.0,5e-05,6e-05,-1.0,1.0,1e-12
344,search_344,1,success,16898.89298415184,0.0007,0.0006,11.7,14.0,16.0,16.0,5e-05,6e-05,-1.0,1.0,1e-12
345,search_345,1,success,16694.88391804695,0.0007,0.0006,11.7,14.0,16.0,17.0,5e-05,6e-05,-1.0,1.0,1e-12
346,search_346,1,success,17393.58899497986,0.0007,0.0006,11.7,14.0,17.0,13.0,5e-05,6e-05,-1.0,1.0,1e-12
347,search_347,1,success,17288.034692049026,0.0007,0.0006,11.7,14.0,17.0,14.0,5e-05,6e-05,-1.0,1.0,1e-12
348,search_348,1,success,17158.47962498665,0.0007,0.0006,11.7,14.0,17.0,15.0,5e-05,6e-05,-1.0,1.0,1e-12
349,search_349,1,success,17028.143897771835,0.0007,0.0006,11.7,14.0,17.0,16.0,5e-05,6e-05,-1.0,1.0,1e-12
350,search_350,1,success,16889.716285943985,0.0007,0.0006,11.7,14.0,17.0,17.0,5e-05,6e-05,-1.0,1.0,1e-12
351,search_351,1,success,16414.26487135887,0.0007,0.0006,11.7,14.0,13.0,13.0,5e-05,7e-05,-1.0,1.0,1e-12
352,search_352,1,success,16321.45920586586,0.0007,0.0006,11.7,14.0,13.0,14.0,5e-05,7e-05,-1.0,1.0,1e-12
353,search_353,1,success,16407.484534025192,0.0007,0.0006,11.7,14.0,13.0,15.0,5e-05,7e-05,-1.0,1.0,1e-12
354,search_354,1,success,16445.337282657623,0.0007,0.0006,11.7,14.0,13.0,16.0,5e-05,7e-05,-1.0,1.0,1e-12
355,search_355,1,success,16249.991959095001,0.0007,0.0006,11.7,14.0,13.0,17.0,5e-05,7e-05,-1.0,1.0,1e-12
356,search_356,1,success,16676.87109184265,0.0007,0.0006,11.7,14.0,14.0,13.0,5e-05,7e-05,-1.0,1.0,1e-12
357,search_357,1,success,16623.602570056915,0.0007,0.0006,11.7,14.0,14.0,14.0,5e-05,7e-05,-1.0,1.0,1e-12
358,search_358,1,success,16425.27180290222,0.0007,0.0006,11.7,14.0,14.0,15.0,5e-05,7e-05,-1.0,1.0,1e-12
359,search_359,1,success,16339.412055969238,0.0007,0.0006,11.7,14.0,14.0,16.0,5e-05,7e-05,-1.0,1.0,1e-12
360,search_360,1,success,16349.140748023987,0.0007,0.0006,11.7,14.0,14.0,17.0,5e-05,7e-05,-1.0,1.0,1e-12
361,search_361,1,success,16769.69005870819,0.0007,0.0006,11.7,14.0,15.0,13.0,5e-05,7e-05,-1.0,1.0,1e-12
362,search_362,1,success,16684.434986114502,0.0007,0.0006,11.7,14.0,15.0,14.0,5e-05,7e-05,-1.0,1.0,1e-12
363,search_363,1,success,16642.423488140106,0.0007,0.0006,11.7,14.0,15.0,15.0,5e-05,7e-05,-1.0,1.0,1e-12
364,search_364,1,success,16497.113320827484,0.0007,0.0006,11.7,14.0,15.0,16.0,5e-05,7e-05,-1.0,1.0,1e-12
365,search_365,1,success,16442.299388885498,0.0007,0.0006,11.7,14.0,15.0,17.0,5e-05,7e-05,-1.0,1.0,1e-12
366,search_366,1,success,16923.9257478714,0.0007,0.0006,11.7,14.0,16.0,13.0,5e-05,7e-05,-1.0,1.0,1e-12
367,search_367,1,success,16897.751829862595,0.0007,0.0006,11.7,14.0,16.0,14.0,5e-05,7e-05,-1.0,1.0,1e-12
368,search_368,1,success,16882.389897108078,0.0007,0.0006,11.7,14.0,16.0,15.0,5e-05,7e-05,-1.0,1.0,1e-12
369,search_369,1,success,16760.85108780861,0.0007,0.0006,11.7,14.0,16.0,16.0,5e-05,7e-05,-1.0,1.0,1e-12
370,search_370,1,success,16636.07289505005,0.0007,0.0006,11.7,14.0,16.0,17.0,5e-05,7e-05,-1.0,1.0,1e-12
371,search_371,1,success,17174.572510242462,0.0007,0.0006,11.7,14.0,17.0,13.0,5e-05,7e-05,-1.0,1.0,1e-12
372,search_372,1,success,17172.831216812134,0.0007,0.0006,11.7,14.0,17.0,14.0,5e-05,7e-05,-1.0,1.0,1e-12
373,search_373,1,success,16937.048692941666,0.0007,0.0006,11.7,14.0,17.0,15.0,5e-05,7e-05,-1.0,1.0,1e-12
374,search_374,1,success,16998.837553024292,0.0007,0.0006,11.7,14.0,17.0,16.0,5e-05,7e-05,-1.0,1.0,1e-12
375,search_375,1,success,16823.620676994324,0.0007,0.0006,11.7,14.0,17.0,17.0,5e-05,7e-05,-1.0,1.0,1e-12
376,search_376,1,success,18359.12841105461,0.0007,0.0006,11.7,14.0,13.0,13.0,6e-05,3e-05,-1.0,1.0,1e-12
377,search_377,1,success,18286.10614180565,0.0007,0.0006,11.7,14.0,13.0,14.0,6e-05,3e-05,-1.0,1.0,1e-12
378,search_378,1,success,18326.58100914955,0.0007,0.0006,11.7,14.0,13.0,15.0,6e-05,3e-05,-1.0,1.0,1e-12
379,search_379,1,success,18201.115735054016,0.0007,0.0006,11.7,14.0,13.0,16.0,6e-05,3e-05,-1.0,1.0,1e-12
380,search_380,1,success,18195.777349233627,0.0007,0.0006,11.7,14.0,13.0,17.0,6e-05,3e-05,-1.0,1.0,1e-12
381,search_381,1,success,18698.93922829628,0.0007,0.0006,11.7,14.0,14.0,13.0,6e-05,3e-05,-1.0,1.0,1e-12
382,search_382,1,success,18553.44034385681,0.0007,0.0006,11.7,14.0,14.0,14.0,6e-05,3e-05,-1.0,1.0,1e-12
383,search_383,1,success,18460.688673973083,0.0007,0.0006,11.7,14.0,14.0,15.0,6e-05,3e-05,-1.0,1.0,1e-12
384,search_384,1,success,18444.162650108337,0.0007,0.0006,11.7,14.0,14.0,16.0,6e-05,3e-05,-1.0,1.0,1e-12
385,search_385,1,success,18372.510767936707,0.0007,0.0006,11.7,14.0,14.0,17.0,6e-05,3e-05,-1.0,1.0,1e-12
386,search_386,1,success,18672.618677854538,0.0007,0.0006,11.7,14.0,15.0,13.0,6e-05,3e-05,-1.0,1.0,1e-12
387,search_387,1,success,18742.90268588066,0.0007,0.0006,11.7,14.0,15.0,14.0,6e-05,3e-05,-1.0,1.0,1e-12
388,search_388,1,success,18594.477297067642,0.0007,0.0006,11.7,14.0,15.0,15.0,6e-05,3e-05,-1.0,1.0,1e-12
389,search_389,1,success,18547.70610499382,0.0007,0.0006,11.7,14.0,15.0,16.0,6e-05,3e-05,-1.0,1.0,1e-12
390,search_390,1,success,18462.88955116272,0.0007,0.0006,11.7,14.0,15.0,17.0,6e-05,3e-05,-1.0,1.0,1e-12
391,search_391,1,success,18865.405742883682,0.0007,0.0006,11.7,14.0,16.0,13.0,6e-05,3e-05,-1.0,1.0,1e-12
392,search_392,1,success,18778.89284992218,0.0007,0.0006,11.7,14.0,16.0,14.0,6e-05,3e-05,-1.0,1.0,1e-12
393,search_393,1,success,18661.95947098732,0.0007,0.0006,11.7,14.0,16.0,15.0,6e-05,3e-05,-1.0,1.0,1e-12
394,search_394,1,success,18626.03852081299,0.0007,0.0006,11.7,14.0,16.0,16.0,6e-05,3e-05,-1.0,1.0,1e-12
395,search_395,1,success,18662.76824426651,0.0007,0.0006,11.7,14.0,16.0,17.0,6e-05,3e-05,-1.0,1.0,1e-12
396,search_396,1,success,18912.69729423523,0.0007,0.0006,11.7,14.0,17.0,13.0,6e-05,3e-05,-1.0,1.0,1e-12
397,search_397,1,success,18894.89619898796,0.0007,0.0006,11.7,14.0,17.0,14.0,6e-05,3e-05,-1.0,1.0,1e-12
398,search_398,1,success,18927.513556957245,0.0007,0.0006,11.7,14.0,17.0,15.0,6e-05,3e-05,-1.0,1.0,1e-12
399,search_399,1,success,18725.35161805153,0.0007,0.0006,11.7,14.0,17.0,16.0,6e-05,3e-05,-1.0,1.0,1e-12
400,search_400,1,success,18598.807012081146,0.0007,0.0006,11.7,14.0,17.0,17.0,6e-05,3e-05,-1.0,1.0,1e-12
401,search_401,1,success,18367.702411174774,0.0007,0.0006,11.7,14.0,13.0,13.0,6e-05,4e-05,-1.0,1.0,1e-12
402,search_402,1,success,18189.225692033768,0.0007,0.0006,11.7,14.0,13.0,14.0,6e-05,4e-05,-1.0,1.0,1e-12
403,search_403,1,success,18094.067739009857,0.0007,0.0006,11.7,14.0,13.0,15.0,6e-05,4e-05,-1.0,1.0,1e-12
404,search_404,1,success,18063.936414003372,0.0007,0.0006,11.7,14.0,13.0,16.0,6e-05,4e-05,-1.0,1.0,1e-12
405,search_405,1,success,18007.115683078766,0.0007,0.0006,11.7,14.0,13.0,17.0,6e-05,4e-05,-1.0,1.0,1e-12
406,search_406,1,success,18575.756206035614,0.0007,0.0006,11.7,14.0,14.0,13.0,6e-05,4e-05,-1.0,1.0,1e-12
