search_idx,search_id,rep,status,elapsed_sec,A_plus,A_minus,tau_plus,tau_minus,tau_pre_M,tau_post_M,A_pre_M,A_post_M,wmin,wmax,eps_w
407,search_407,1,success,18044.909472942352,0.0007,0.0006,11.7,14.0,14.0,14.0,6e-05,4e-05,-1.0,1.0,1e-12
408,search_408,1,success,17995.97411584854,0.0007,0.0006,11.7,14.0,14.0,15.0,6e-05,4e-05,-1.0,1.0,1e-12
409,search_409,1,success,18106.551910161972,0.0007,0.0006,11.7,14.0,14.0,16.0,6e-05,4e-05,-1.0,1.0,1e-12
410,search_410,1,success,17915.187367916107,0.0007,0.0006,11.7,14.0,14.0,17.0,6e-05,4e-05,-1.0,1.0,1e-12
411,search_411,1,success,18426.14899468422,0.0007,0.0006,11.7,14.0,15.0,13.0,6e-05,4e-05,-1.0,1.0,1e-12
412,search_412,1,success,18443.10332107544,0.0007,0.0006,11.7,14.0,15.0,14.0,6e-05,4e-05,-1.0,1.0,1e-12
413,search_413,1,success,18248.095729351044,0.0007,0.0006,11.7,14.0,15.0,15.0,6e-05,4e-05,-1.0,1.0,1e-12
414,search_414,1,success,18249.349019765854,0.0007,0.0006,11.7,14.0,15.0,16.0,6e-05,4e-05,-1.0,1.0,1e-12
415,search_415,1,success,18002.549602985382,0.0007,0.0006,11.7,14.0,15.0,17.0,6e-05,4e-05,-1.0,1.0,1e-12
416,search_416,1,success,18519.333362817764,0.0007,0.0006,11.7,14.0,16.0,13.0,6e-05,4e-05,-1.0,1.0,1e-12
417,search_417,1,success,18526.99287223816,0.0007,0.0006,11.7,14.0,16.0,14.0,6e-05,4e-05,-1.0,1.0,1e-12
418,search_418,1,success,18382.604874134064,0.0007,0.0006,11.7,14.0,16.0,15.0,6e-05,4e-05,-1.0,1.0,1e-12
419,search_419,1,success,18262.445752859116,0.0007,0.0006,11.7,14.0,16.0,16.0,6e-05,4e-05,-1.0,1.0,1e-12
420,search_420,1,success,18394.166745185852,0.0007,0.0006,11.7,14.0,16.0,17.0,6e-05,4e-05,-1.0,1.0,1e-12
421,search_421,1,success,18640.628199100494,0.0007,0.0006,11.7,14.0,17.0,13.0,6e-05,4e-05,-1.0,1.0,1e-12
422,search_422,1,success,18610.22320008278,0.0007,0.0006,11.7,14.0,17.0,14.0,6e-05,4e-05,-1.0,1.0,1e-12
423,search_423,1,success,18574.58552479744,0.0007,0.0006,11.7,14.0,17.0,15.0,6e-05,4e-05,-1.0,1.0,1e-12
424,search_424,1,success,18483.562163114548,0.0007,0.0006,11.7,14.0,17.0,16.0,6e-05,4e-05,-1.0,1.0,1e-12
425,search_425,1,success,18399.250402212143,0.0007,0.0006,11.7,14.0,17.0,17.0,6e-05,4e-05,-1.0,1.0,1e-12
426,search_426,1,success,18142.504599809647,0.0007,0.0006,11.7,14.0,13.0,13.0,6e-05,5e-05,-1.0,1.0,1e-12
427,search_427,1,success,18057.6255300045,0.0007,0.0006,11.7,14.0,13.0,14.0,6e-05,5e-05,-1.0,1.0,1e-12
428,search_428,1,success,17879.26644897461,0.0007,0.0006,11.7,14.0,13.0,15.0,6e-05,5e-05,-1.0,1.0,1e-12
429,search_429,1,success,17848.810517072678,0.0007,0.0006,11.7,14.0,13.0,16.0,6e-05,5e-05,-1.0,1.0,1e-12
430,search_430,1,success,17660.184262037277,0.0007,0.0006,11.7,14.0,13.0,17.0,6e-05,5e-05,-1.0,1.0,1e-12
431,search_431,1,success,18280.340569972992,0.0007,0.0006,11.7,14.0,14.0,13.0,6e-05,5e-05,-1.0,1.0,1e-12
432,search_432,1,success,18079.895277261734,0.0007,0.0006,11.7,14.0,14.0,14.0,6e-05,5e-05,-1.0,1.0,1e-12
433,search_433,1,success,18085.874047994614,0.0007,0.0006,11.7,14.0,14.0,15.0,6e-05,5e-05,-1.0,1.0,1e-12
434,search_434,1,success,17614.408860206604,0.0007,0.0006,11.7,14.0,14.0,16.0,6e-05,5e-05,-1.0,1.0,1e-12
435,search_435,1,success,17205.831341981888,0.0007,0.0006,11.7,14.0,14.0,17.0,6e-05,5e-05,-1.0,1.0,1e-12
436,search_436,1,success,17656.673323869705,0.0007,0.0006,11.7,14.0,15.0,13.0,6e-05,5e-05,-1.0,1.0,1e-12
437,search_437,1,success,17733.117474079132,0.0007,0.0006,11.7,14.0,15.0,14.0,6e-05,5e-05,-1.0,1.0,1e-12
438,search_438,1,success,17679.30567574501,0.0007,0.0006,11.7,14.0,15.0,15.0,6e-05,5e-05,-1.0,1.0,1e-12
439,search_439,1,success,17391.034148216248,0.0007,0.0006,11.7,14.0,15.0,16.0,6e-05,5e-05,-1.0,1.0,1e-12
440,search_440,1,success,17485.616246938705,0.0007,0.0006,11.7,14.0,15.0,17.0,6e-05,5e-05,-1.0,1.0,1e-12
441,search_441,1,success,17939.491374015808,0.0007,0.0006,11.7,14.0,16.0,13.0,6e-05,5e-05,-1.0,1.0,1e-12
442,search_442,1,success,17807.089812994003,0.0007,0.0006,11.7,14.0,16.0,14.0,6e-05,5e-05,-1.0,1.0,1e-12
443,search_443,1,success,17615.710132837296,0.0007,0.0006,11.7,14.0,16.0,15.0,6e-05,5e-05,-1.0,1.0,1e-12
444,search_444,1,success,17581.957201957703,0.0007,0.0006,11.7,14.0,16.0,16.0,6e-05,5e-05,-1.0,1.0,1e-12
445,search_445,1,success,17689.498279094696,0.0007,0.0006,11.7,14.0,16.0,17.0,6e-05,5e-05,-1.0,1.0,1e-12
446,search_446,1,success,17970.688867092133,0.0007,0.0006,11.7,14.0,17.0,13.0,6e-05,5e-05,-1.0,1.0,1e-12
447,search_447,1,success,17776.528317928314,0.0007,0.0006,11.7,14.0,17.0,14.0,6e-05,5e-05,-1.0,1.0,1e-12
448,search_448,1,success,17703.604488134384,0.0007,0.0006,11.7,14.0,17.0,15.0,6e-05,5e-05,-1.0,1.0,1e-12
449,search_449,1,success,17452.3347966671,0.0007,0.0006,11.7,14.0,17.0,16.0,6e-05,5e-05,-1.0,1.0,1e-12
450,search_450,1,success,17449.43343615532,0.0007,0.0006,11.7,14.0,17.0,17.0,6e-05,5e-05,-1.0,1.0,1e-12
451,search_451,1,success,17293.525712013245,0.0007,0.0006,11.7,14.0,13.0,13.0,6e-05,6e-05,-1.0,1.0,1e-12
452,search_452,1,success,17175.54992723465,0.0007,0.0006,11.7,14.0,13.0,14.0,6e-05,6e-05,-1.0,1.0,1e-12
453,search_453,1,success,17028.279218912125,0.0007,0.0006,11.7,14.0,13.0,15.0,6e-05,6e-05,-1.0,1.0,1e-12
454,search_454,1,success,16914.62581014633,0.0007,0.0006,11.7,14.0,13.0,16.0,6e-05,6e-05,-1.0,1.0,1e-12
455,search_455,1,success,16720.5307199955,0.0007,0.0006,11.7,14.0,13.0,17.0,6e-05,6e-05,-1.0,1.0,1e-12
456,search_456,1,success,17459.530291080475,0.0007,0.0006,11.7,14.0,14.0,13.0,6e-05,6e-05,-1.0,1.0,1e-12
457,search_457,1,success,17360.824512004852,0.0007,0.0006,11.7,14.0,14.0,14.0,6e-05,6e-05,-1.0,1.0,1e-12
458,search_458,1,success,17098.35712313652,0.0007,0.0006,11.7,14.0,14.0,15.0,6e-05,6e-05,-1.0,1.0,1e-12
459,search_459,1,success,17111.69162416458,0.0007,0.0006,11.7,14.0,14.0,16.0,6e-05,6e-05,-1.0,1.0,1e-12
460,search_460,1,success,17014.639796972275,0.0007,0.0006,11.7,14.0,14.0,17.0,6e-05,6e-05,-1.0,1.0,1e-12
461,search_461,1,success,17682.306663274765,0.0007,0.0006,11.7,14.0,15.0,13.0,6e-05,6e-05,-1.0,1.0,1e-12
462,search_462,1,success,17657.65049982071,0.0007,0.0006,11.7,14.0,15.0,14.0,6e-05,6e-05,-1.0,1.0,1e-12
463,search_463,1,success,17317.571146011353,0.0007,0.0006,11.7,14.0,15.0,15.0,6e-05,6e-05,-1.0,1.0,1e-12
464,search_464,1,success,17251.72608399391,0.0007,0.0006,11.7,14.0,15.0,16.0,6e-05,6e-05,-1.0,1.0,1e-12
465,search_465,1,success,17252.997083187103,0.0007,0.0006,11.7,14.0,15.0,17.0,6e-05,6e-05,-1.0,1.0,1e-12
466,search_466,1,success,17732.73427581787,0.0007,0.0006,11.7,14.0,16.0,13.0,6e-05,6e-05,-1.0,1.0,1e-12
467,search_467,1,success,17592.772107839584,0.0007,0.0006,11.7,14.0,16.0,14.0,6e-05,6e-05,-1.0,1.0,1e-12
468,search_468,1,success,17587.433045864105,0.0007,0.0006,11.7,14.0,16.0,15.0,6e-05,6e-05,-1.0,1.0,1e-12
469,search_469,1,success,17425.880355119705,0.0007,0.0006,11.7,14.0,16.0,16.0,6e-05,6e-05,-1.0,1.0,1e-12
470,search_470,1,success,17369.1644217968,0.0007,0.0006,11.7,14.0,16.0,17.0,6e-05,6e-05,-1.0,1.0,1e-12
471,search_471,1,success,17865.587008953094,0.0007,0.0006,11.7,14.0,17.0,13.0,6e-05,6e-05,-1.0,1.0,1e-12
472,search_472,1,success,17768.067868947983,0.0007,0.0006,11.7,14.0,17.0,14.0,6e-05,6e-05,-1.0,1.0,1e-12
473,search_473,1,success,17737.177909612656,0.0007,0.0006,11.7,14.0,17.0,15.0,6e-05,6e-05,-1.0,1.0,1e-12
474,search_474,1,success,17581.909986019135,0.0007,0.0006,11.7,14.0,17.0,16.0,6e-05,6e-05,-1.0,1.0,1e-12
475,search_475,1,success,17409.490933179855,0.0007,0.0006,11.7,14.0,17.0,17.0,6e-05,6e-05,-1.0,1.0,1e-12
476,search_476,1,success,16956.678139925003,0.0007,0.0006,11.7,14.0,13.0,13.0,6e-05,7e-05,-1.0,1.0,1e-12
477,search_477,1,success,16619.525864124298,0.0007,0.0006,11.7,14.0,13.0,14.0,6e-05,7e-05,-1.0,1.0,1e-12
478,search_478,1,success,16518.654963970184,0.0007,0.0006,11.7,14.0,13.0,15.0,6e-05,7e-05,-1.0,1.0,1e-12
479,search_479,1,success,16584.75044608116,0.0007,0.0006,11.7,14.0,13.0,16.0,6e-05,7e-05,-1.0,1.0,1e-12
480,search_480,1,success,16495.717033863068,0.0007,0.0006,11.7,14.0,13.0,17.0,6e-05,7e-05,-1.0,1.0,1e-12
481,search_481,1,success,17035.440582990646,0.0007,0.0006,11.7,14.0,14.0,13.0,6e-05,7e-05,-1.0,1.0,1e-12
482,search_482,1,success,16844.220633983612,0.0007,0.0006,11.7,14.0,14.0,14.0,6e-05,7e-05,-1.0,1.0,1e-12
483,search_483,1,success,16713.88060593605,0.0007,0.0006,11.7,14.0,14.0,15.0,6e-05,7e-05,-1.0,1.0,1e-12
484,search_484,1,success,16795.660639047623,0.0007,0.0006,11.7,14.0,14.0,16.0,6e-05,7e-05,-1.0,1.0,1e-12
485,search_485,1,success,16569.005223989487,0.0007,0.0006,11.7,14.0,14.0,17.0,6e-05,7e-05,-1.0,1.0,1e-12
486,search_486,1,success,17212.83566093445,0.0007,0.0006,11.7,14.0,15.0,13.0,6e-05,7e-05,-1.0,1.0,1e-12
487,search_487,1,success,17030.49887418747,0.0007,0.0006,11.7,14.0,15.0,14.0,6e-05,7e-05,-1.0,1.0,1e-12
488,search_488,1,success,16921.913949251175,0.0007,0.0006,11.7,14.0,15.0,15.0,6e-05,7e-05,-1.0,1.0,1e-12
489,search_489,1,success,16927.988644123077,0.0007,0.0006,11.7,14.0,15.0,16.0,6e-05,7e-05,-1.0,1.0,1e-12
490,search_490,1,success,16813.607650995255,0.0007,0.0006,11.7,14.0,15.0,17.0,6e-05,7e-05,-1.0,1.0,1e-12
491,search_491,1,success,17296.93080019951,0.0007,0.0006,11.7,14.0,16.0,13.0,6e-05,7e-05,-1.0,1.0,1e-12
492,search_492,1,success,17187.69453406334,0.0007,0.0006,11.7,14.0,16.0,14.0,6e-05,7e-05,-1.0,1.0,1e-12
493,search_493,1,success,17165.99006795883,0.0007,0.0006,11.7,14.0,16.0,15.0,6e-05,7e-05,-1.0,1.0,1e-12
494,search_494,1,success,16943.49675011635,0.0007,0.0006,11.7,14.0,16.0,16.0,6e-05,7e-05,-1.0,1.0,1e-12
495,search_495,1,success,16953.886189222336,0.0007,0.0006,11.7,14.0,16.0,17.0,6e-05,7e-05,-1.0,1.0,1e-12
496,search_496,1,success,17486.702239990234,0.0007,0.0006,11.7,14.0,17.0,13.0,6e-05,7e-05,-1.0,1.0,1e-12
497,search_497,1,success,17398.328910827637,0.0007,0.0006,11.7,14.0,17.0,14.0,6e-05,7e-05,-1.0,1.0,1e-12
498,search_498,1,success,17509.250418186188,0.0007,0.0006,11.7,14.0,17.0,15.0,6e-05,7e-05,-1.0,1.0,1e-12
499,search_499,1,success,17151.895262002945,0.0007,0.0006,11.7,14.0,17.0,16.0,6e-05,7e-05,-1.0,1.0,1e-12
500,search_500,1,success,17113.175696134567,0.0007,0.0006,11.7,14.0,17.0,17.0,6e-05,7e-05,-1.0,1.0,1e-12
501,search_501,1,success,18536.511997938156,0.0007,0.0006,11.7,14.0,13.0,13.0,7e-05,3e-05,-1.0,1.0,1e-12
502,search_502,1,success,18520.769943714142,0.0007,0.0006,11.7,14.0,13.0,14.0,7e-05,3e-05,-1.0,1.0,1e-12
503,search_503,1,success,18580.97697377205,0.0007,0.0006,11.7,14.0,13.0,15.0,7e-05,3e-05,-1.0,1.0,1e-12
504,search_504,1,success,18463.116832971573,0.0007,0.0006,11.7,14.0,13.0,16.0,7e-05,3e-05,-1.0,1.0,1e-12
505,search_505,1,success,18355.936633825302,0.0007,0.0006,11.7,14.0,13.0,17.0,7e-05,3e-05,-1.0,1.0,1e-12
506,search_506,1,success,18638.758002996445,0.0007,0.0006,11.7,14.0,14.0,13.0,7e-05,3e-05,-1.0,1.0,1e-12
507,search_507,1,success,18767.233824968338,0.0007,0.0006,11.7,14.0,14.0,14.0,7e-05,3e-05,-1.0,1.0,1e-12
508,search_508,1,success,18584.313431739807,0.0007,0.0006,11.7,14.0,14.0,15.0,7e-05,3e-05,-1.0,1.0,1e-12
509,search_509,1,success,18606.979799985886,0.0007,0.0006,11.7,14.0,14.0,16.0,7e-05,3e-05,-1.0,1.0,1e-12
510,search_510,1,success,18541.02392220497,0.0007,0.0006,11.7,14.0,14.0,17.0,7e-05,3e-05,-1.0,1.0,1e-12
511,search_511,1,success,18855.41569495201,0.0007,0.0006,11.7,14.0,15.0,13.0,7e-05,3e-05,-1.0,1.0,1e-12
512,search_512,1,success,18891.486628055573,0.0007,0.0006,11.7,14.0,15.0,14.0,7e-05,3e-05,-1.0,1.0,1e-12
513,search_513,1,success,18787.92164206505,0.0007,0.0006,11.7,14.0,15.0,15.0,7e-05,3e-05,-1.0,1.0,1e-12
514,search_514,1,success,18756.998438835144,0.0007,0.0006,11.7,14.0,15.0,16.0,7e-05,3e-05,-1.0,1.0,1e-12
515,search_515,1,success,18696.62045788765,0.0007,0.0006,11.7,14.0,15.0,17.0,7e-05,3e-05,-1.0,1.0,1e-12
516,search_516,1,success,18788.848462820053,0.0007,0.0006,11.7,14.0,16.0,13.0,7e-05,3e-05,-1.0,1.0,1e-12
517,search_517,1,success,18908.311736106873,0.0007,0.0006,11.7,14.0,16.0,14.0,7e-05,3e-05,-1.0,1.0,1e-12
518,search_518,1,success,18893.224565029144,0.0007,0.0006,11.7,14.0,16.0,15.0,7e-05,3e-05,-1.0,1.0,1e-12
519,search_519,1,success,18563.785756349564,0.0007,0.0006,11.7,14.0,16.0,16.0,7e-05,3e-05,-1.0,1.0,1e-12
520,search_520,1,success,18495.61977481842,0.0007,0.0006,11.7,14.0,16.0,17.0,7e-05,3e-05,-1.0,1.0,1e-12
521,search_521,1,success,18876.804466962814,0.0007,0.0006,11.7,14.0,17.0,13.0,7e-05,3e-05,-1.0,1.0,1e-12
522,search_522,1,success,18849.63019013405,0.0007,0.0006,11.7,14.0,17.0,14.0,7e-05,3e-05,-1.0,1.0,1e-12
523,search_523,1,success,18792.95652794838,0.0007,0.0006,11.7,14.0,17.0,15.0,7e-05,3e-05,-1.0,1.0,1e-12
524,search_524,1,success,18666.387084007263,0.0007,0.0006,11.7,14.0,17.0,16.0,7e-05,3e-05,-1.0,1.0,1e-12
525,search_525,1,success,18582.925914764404,0.0007,0.0006,11.7,14.0,17.0,17.0,7e-05,3e-05,-1.0,1.0,1e-12
526,search_526,1,success,18440.42663192749,0.0007,0.0006,11.7,14.0,13.0,13.0,7e-05,4e-05,-1.0,1.0,1e-12
527,search_527,1,success,18318.351394176483,0.0007,0.0006,11.7,14.0,13.0,14.0,7e-05,4e-05,-1.0,1.0,1e-12
528,search_528,1,success,18192.340975761414,0.0007,0.0006,11.7,14.0,13.0,15.0,7e-05,4e-05,-1.0,1.0,1e-12
529,search_529,1,success,18153.62004494667,0.0007,0.0006,11.7,14.0,13.0,16.0,7e-05,4e-05,-1.0,1.0,1e-12
530,search_530,1,success,18012.128883838654,0.0007,0.0006,11.7,14.0,13.0,17.0,7e-05,4e-05,-1.0,1.0,1e-12
531,search_531,1,success,18644.998514175415,0.0007,0.0006,11.7,14.0,14.0,13.0,7e-05,4e-05,-1.0,1.0,1e-12
532,search_532,1,success,18421.860758066177,0.0007,0.0006,11.7,14.0,14.0,14.0,7e-05,4e-05,-1.0,1.0,1e-12
533,search_533,1,success,18016.628442049026,0.0007,0.0006,11.7,14.0,14.0,15.0,7e-05,4e-05,-1.0,1.0,1e-12
534,search_534,1,success,17998.056092739105,0.0007,0.0006,11.7,14.0,14.0,16.0,7e-05,4e-05,-1.0,1.0,1e-12
535,search_535,1,success,18085.564321041107,0.0007,0.0006,11.7,14.0,14.0,17.0,7e-05,4e-05,-1.0,1.0,1e-12
536,search_536,1,success,18441.917392253876,0.0007,0.0006,11.7,14.0,15.0,13.0,7e-05,4e-05,-1.0,1.0,1e-12
537,search_537,1,success,18551.434541225433,0.0007,0.0006,11.7,14.0,15.0,14.0,7e-05,4e-05,-1.0,1.0,1e-12
538,search_538,1,success,18388.83923482895,0.0007,0.0006,11.7,14.0,15.0,15.0,7e-05,4e-05,-1.0,1.0,1e-12
539,search_539,1,success,18253.271510124207,0.0007,0.0006,11.7,14.0,15.0,16.0,7e-05,4e-05,-1.0,1.0,1e-12
540,search_540,1,success,18320.352002859116,0.0007,0.0006,11.7,14.0,15.0,17.0,7e-05,4e-05,-1.0,1.0,1e-12
541,search_541,1,success,18771.369174957275,0.0007,0.0006,11.7,14.0,16.0,13.0,7e-05,4e-05,-1.0,1.0,1e-12
542,search_542,1,success,18626.94544529915,0.0007,0.0006,11.7,14.0,16.0,14.0,7e-05,4e-05,-1.0,1.0,1e-12
543,search_543,1,success,18543.450434923172,0.0007,0.0006,11.7,14.0,16.0,15.0,7e-05,4e-05,-1.0,1.0,1e-12
544,search_544,1,success,18338.302582979202,0.0007,0.0006,11.7,14.0,16.0,16.0,7e-05,4e-05,-1.0,1.0,1e-12
545,search_545,1,success,18378.00935983658,0.0007,0.0006,11.7,14.0,16.0,17.0,7e-05,4e-05,-1.0,1.0,1e-12
546,search_546,1,success,18703.105812072754,0.0007,0.0006,11.7,14.0,17.0,13.0,7e-05,4e-05,-1.0,1.0,1e-12
547,search_547,1,success,18464.66698217392,0.0007,0.0006,11.7,14.0,17.0,14.0,7e-05,4e-05,-1.0,1.0,1e-12
548,search_548,1,success,18355.942095279694,0.0007,0.0006,11.7,14.0,17.0,15.0,7e-05,4e-05,-1.0,1.0,1e-12
549,search_549,1,success,18325.570692777634,0.0007,0.0006,11.7,14.0,17.0,16.0,7e-05,4e-05,-1.0,1.0,1e-12
550,search_550,1,success,18239.28323817253,0.0007,0.0006,11.7,14.0,17.0,17.0,7e-05,4e-05,-1.0,1.0,1e-12
551,search_551,1,success,17931.037261009216,0.0007,0.0006,11.7,14.0,13.0,13.0,7e-05,5e-05,-1.0,1.0,1e-12
552,search_552,1,success,17785.32016801834,0.0007,0.0006,11.7,14.0,13.0,14.0,7e-05,5e-05,-1.0,1.0,1e-12
553,search_553,1,success,17683.378557920456,0.0007,0.0006,11.7,14.0,13.0,15.0,7e-05,5e-05,-1.0,1.0,1e-12
554,search_554,1,success,17756.6958463192,0.0007,0.0006,11.7,14.0,13.0,16.0,7e-05,5e-05,-1.0,1.0,1e-12
555,search_555,1,success,17613.762458324432,0.0007,0.0006,11.7,14.0,13.0,17.0,7e-05,5e-05,-1.0,1.0,1e-12
556,search_556,1,success,18165.01998782158,0.0007,0.0006,11.7,14.0,14.0,13.0,7e-05,5e-05,-1.0,1.0,1e-12
557,search_557,1,success,18022.738882780075,0.0007,0.0006,11.7,14.0,14.0,14.0,7e-05,5e-05,-1.0,1.0,1e-12
558,search_558,1,success,17728.213742017746,0.0007,0.0006,11.7,14.0,14.0,15.0,7e-05,5e-05,-1.0,1.0,1e-12
559,search_559,1,success,17842.97519993782,0.0007,0.0006,11.7,14.0,14.0,16.0,7e-05,5e-05,-1.0,1.0,1e-12
560,search_560,1,success,17661.069976091385,0.0007,0.0006,11.7,14.0,14.0,17.0,7e-05,5e-05,-1.0,1.0,1e-12
561,search_561,1,success,18033.68444299698,0.0007,0.0006,11.7,14.0,15.0,13.0,7e-05,5e-05,-1.0,1.0,1e-12
562,search_562,1,success,17973.00800204277,0.0007,0.0006,11.7,14.0,15.0,14.0,7e-05,5e-05,-1.0,1.0,1e-12
563,search_563,1,success,17930.845564842224,0.0007,0.0006,11.7,14.0,15.0,15.0,7e-05,5e-05,-1.0,1.0,1e-12
564,search_564,1,success,17726.018669128418,0.0007,0.0006,11.7,14.0,15.0,16.0,7e-05,5e-05,-1.0,1.0,1e-12
565,search_565,1,success,17915.686933994293,0.0007,0.0006,11.7,14.0,15.0,17.0,7e-05,5e-05,-1.0,1.0,1e-12
566,search_566,1,success,18359.36198282242,0.0007,0.0006,11.7,14.0,16.0,13.0,7e-05,5e-05,-1.0,1.0,1e-12
567,search_567,1,success,18100.958131074905,0.0007,0.0006,11.7,14.0,16.0,14.0,7e-05,5e-05,-1.0,1.0,1e-12
568,search_568,1,success,18128.378199100494,0.0007,0.0006,11.7,14.0,16.0,15.0,7e-05,5e-05,-1.0,1.0,1e-12
569,search_569,1,success,18010.26914000511,0.0007,0.0006,11.7,14.0,16.0,16.0,7e-05,5e-05,-1.0,1.0,1e-12
570,search_570,1,success,17898.87582206726,0.0007,0.0006,11.7,14.0,16.0,17.0,7e-05,5e-05,-1.0,1.0,1e-12
571,search_571,1,success,18367.932050943375,0.0007,0.0006,11.7,14.0,17.0,13.0,7e-05,5e-05,-1.0,1.0,1e-12
572,search_572,1,success,18164.81322312355,0.0007,0.0006,11.7,14.0,17.0,14.0,7e-05,5e-05,-1.0,1.0,1e-12
573,search_573,1,success,18249.942786216736,0.0007,0.0006,11.7,14.0,17.0,15.0,7e-05,5e-05,-1.0,1.0,1e-12
574,search_574,1,success,18072.115766763687,0.0007,0.0006,11.7,14.0,17.0,16.0,7e-05,5e-05,-1.0,1.0,1e-12
575,search_575,1,success,17922.1425178051,0.0007,0.0006,11.7,14.0,17.0,17.0,7e-05,5e-05,-1.0,1.0,1e-12
576,search_576,1,success,17692.11741900444,0.0007,0.0006,11.7,14.0,13.0,13.0,7e-05,6e-05,-1.0,1.0,1e-12
577,search_577,1,success,17643.67714905739,0.0007,0.0006,11.7,14.0,13.0,14.0,7e-05,6e-05,-1.0,1.0,1e-12
578,search_578,1,success,17494.00551891327,0.0007,0.0006,11.7,14.0,13.0,15.0,7e-05,6e-05,-1.0,1.0,1e-12
579,search_579,1,success,17419.53960609436,0.0007,0.0006,11.7,14.0,13.0,16.0,7e-05,6e-05,-1.0,1.0,1e-12
580,search_580,1,success,17334.39204311371,0.0007,0.0006,11.7,14.0,13.0,17.0,7e-05,6e-05,-1.0,1.0,1e-12
581,search_581,1,success,17825.46413707733,0.0007,0.0006,11.7,14.0,14.0,13.0,7e-05,6e-05,-1.0,1.0,1e-12
582,search_582,1,success,17760.676400899887,0.0007,0.0006,11.7,14.0,14.0,14.0,7e-05,6e-05,-1.0,1.0,1e-12
583,search_583,1,success,17736.12383389473,0.0007,0.0006,11.7,14.0,14.0,15.0,7e-05,6e-05,-1.0,1.0,1e-12
584,search_584,1,success,17637.619637966156,0.0007,0.0006,11.7,14.0,14.0,16.0,7e-05,6e-05,-1.0,1.0,1e-12
585,search_585,1,success,17545.812664985657,0.0007,0.0006,11.7,14.0,14.0,17.0,7e-05,6e-05,-1.0,1.0,1e-12
586,search_586,1,success,17938.71299290657,0.0007,0.0006,11.7,14.0,15.0,13.0,7e-05,6e-05,-1.0,1.0,1e-12
587,search_587,1,success,17979.583297014236,0.0007,0.0006,11.7,14.0,15.0,14.0,7e-05,6e-05,-1.0,1.0,1e-12
588,search_588,1,success,17808.13206076622,0.0007,0.0006,11.7,14.0,15.0,15.0,7e-05,6e-05,-1.0,1.0,1e-12
589,search_589,1,success,17511.908993005753,0.0007,0.0006,11.7,14.0,15.0,16.0,7e-05,6e-05,-1.0,1.0,1e-12
590,search_590,1,success,17501.859309196472,0.0007,0.0006,11.7,14.0,15.0,17.0,7e-05,6e-05,-1.0,1.0,1e-12
591,search_591,1,success,17959.36695098877,0.0007,0.0006,11.7,14.0,16.0,13.0,7e-05,6e-05,-1.0,1.0,1e-12
592,search_592,1,success,17826.301457881927,0.0007,0.0006,11.7,14.0,16.0,14.0,7e-05,6e-05,-1.0,1.0,1e-12
593,search_593,1,success,17852.33898115158,0.0007,0.0006,11.7,14.0,16.0,15.0,7e-05,6e-05,-1.0,1.0,1e-12
594,search_594,1,success,17681.700261831284,0.0007,0.0006,11.7,14.0,16.0,16.0,7e-05,6e-05,-1.0,1.0,1e-12
595,search_595,1,success,17652.34126496315,0.0007,0.0006,11.7,14.0,16.0,17.0,7e-05,6e-05,-1.0,1.0,1e-12
596,search_596,1,success,18108.47662615776,0.0007,0.0006,11.7,14.0,17.0,13.0,7e-05,6e-05,-1.0,1.0,1e-12
597,search_597,1,success,18081.4948990345,0.0007,0.0006,11.7,14.0,17.0,14.0,7e-05,6e-05,-1.0,1.0,1e-12
598,search_598,1,success,17950.798616170883,0.0007,0.0006,11.7,14.0,17.0,15.0,7e-05,6e-05,-1.0,1.0,1e-12
599,search_599,1,success,17743.110514879227,0.0007,0.0006,11.7,14.0,17.0,16.0,7e-05,6e-05,-1.0,1.0,1e-12
600,search_600,1,success,17654.98222899437,0.0007,0.0006,11.7,14.0,17.0,17.0,7e-05,6e-05,-1.0,1.0,1e-12
601,search_601,1,success,17553.79103899002,0.0007,0.0006,11.7,14.0,13.0,13.0,7e-05,7e-05,-1.0,1.0,1e-12
602,search_602,1,success,17333.93089389801,0.0007,0.0006,11.7,14.0,13.0,14.0,7e-05,7e-05,-1.0,1.0,1e-12
603,search_603,1,success,16927.838578939438,0.0007,0.0006,11.7,14.0,13.0,15.0,7e-05,7e-05,-1.0,1.0,1e-12
604,search_604,1,success,16759.332160949707,0.0007,0.0006,11.7,14.0,13.0,16.0,7e-05,7e-05,-1.0,1.0,1e-12
605,search_605,1,success,16793.112638950348,0.0007,0.0006,11.7,14.0,13.0,17.0,7e-05,7e-05,-1.0,1.0,1e-12
606,search_606,1,success,17424.920625925064,0.0007,0.0006,11.7,14.0,14.0,13.0,7e-05,7e-05,-1.0,1.0,1e-12
607,search_607,1,success,17394.5330350399,0.0007,0.0006,11.7,14.0,14.0,14.0,7e-05,7e-05,-1.0,1.0,1e-12
608,search_608,1,success,17175.991422891617,0.0007,0.0006,11.7,14.0,14.0,15.0,7e-05,7e-05,-1.0,1.0,1e-12
609,search_609,1,success,17042.965116739273,0.0007,0.0006,11.7,14.0,14.0,16.0,7e-05,7e-05,-1.0,1.0,1e-12
610,search_610,1,success,17097.253613948822,0.0007,0.0006,11.7,14.0,14.0,17.0,7e-05,7e-05,-1.0,1.0,1e-12
